,Unnamed: 0,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core,shell,formula,core_atomic_percent,core_pauling_electronegativity,shell_atomic_percent,shell,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function
448,462,0.2097902098,85,573,5,3.8118,2340,0.57806,818.008,0,0,1,1.582,1,1,3.011828164,107.2949512,89.50258333,120.0378437,6.055895717,59.8443616,59.34137478,60.17587797,0.4444444444,0.6867692308,35.18325292,1.757954164,CoO,Mn(FeO2)2,CoO-MnFe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,750,250,671.4285714,192.8571429
449,463,0.1968503937,85,573,20,3.8118,475,0.57806,818.008,0,0,1,1.762,1,1,3.011828164,107.2949512,89.50258333,120.0378437,6.055895717,59.8443616,59.34137478,60.17587797,0.4444444444,0.7015384615,35.18325292,1.757954164,CoO,Mn(FeO2)2,CoO-MnFe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,750,250,671.4285714,192.8571429
450,464,0.2,50,85,7,1.53,553.7,0.45,299.5,0,0.25,1,5,1,1,2.924839357,90,90,119.9999855,3.240551584,60,60,60,0.2,0.6822857143,39.34515366,1.176906346,NiO,SiO2,NiO-SiO2,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,800,257.5,533.3333333,161.6666667
451,465,0.00456482045,10,1388,77,32.88,1999.2,25,1532.8,0,0,1,1.8,1,1.217285453,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.8281786942,344.2369665,1,Co,CoO,Co-CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
452,466,0.25,45,858,5,36.72,22179.811,34.74,85.322,0,0,1,0.005,1,1,3.011828164,107.2949512,89.50258333,120.0378437,5.142692,74.87633512,90,90,0.4444444444,-0.05223367698,105.1878621,1.757954164,CoO,Fe3O4,CoO-Fe3O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,750,250,685.7142857,201.4285714
453,467,0.3,45,860,5,29.18,15321.4,20.32,1451.3,0,0,1,1,1,1,3.011828164,107.2949512,89.50258333,120.0378437,6.617076535,57.30338629,57.30338629,45.08058012,0.3703703704,0.5807560137,46.07135613,1.757954164,CoO,Zn(FeO2)8,CoO-Zn0.25Fe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Zn': 4.0, 'Fe': 32.0, 'O': 64.0}",278.72,750,250,640,150.4
454,468,0.2857142857,45,860,5,28.2,11612.5,20.32,1452.54,0,0,1,1,1,1,3.011828164,107.2949512,89.50258333,120.0378437,7.34981492,50.90945752,50.90945752,23.47671559,0.4,0.6151202749,29.25243728,1.757954164,CoO,Zn(FeO2)4,CoO-Zn0.5Fe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Zn': 7.6923076923076925, 'Fe': 30.76923076923077, 'O': 61.53846153846154}",268,750,250,615.3846154,144.6153846
455,469,0.2564102564,45,860,5,26.88,9355,16.72,1291.54,0,0,1,1,1,1,3.011828164,107.2949512,89.50258333,120.0378437,6.617076535,57.30338629,57.30338629,45.08058012,0.4137931034,0.529209622,46.07135613,1.757954164,CoO,Zn3(FeO2)8,CoO-Zn0.75Fe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Zn': 11.11111111111111, 'Fe': 29.629629629629626, 'O': 59.25925925925925}",258.0740741,750,250,592.5925926,139.2592593
456,470,0.2884615385,45,860,5,38.69,7422.33,25.89,470.93,0,0,1,1,1,1,3.011828164,107.2949512,89.50258333,120.0378437,7.74672457,55.60747392,55.60747392,21.92618502,0.4444444444,0.5743944637,41.63049778,1.757954164,CoO,Zn(FeO2)2,CoO-ZnFe2O4,"{'Co': 50.0, 'O': 50.0}",266,"{'Zn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",248.8571429,750,250,571.4285714,134.2857143
457,471,0.25,70,720,5,26,650,9.2,250,0,4,1,2,1,1,2.416394474,109.4712206,109.4712206,109.4712206,2.924839357,90,90,119.9999855,0.6666666667,0.5603015075,184.6255244,1,Ni,NiO,Ni-NiO,{'Ni': 100.0},191,"{'Ni': 50.0, 'O': 50.0}",267.5,1000,515,800,257.5
458,472,0.02857142857,10,1043,300,207.4,88.9,5.96,2.48,0,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
459,473,0.05454545455,10,1043,300,192.6,134.57,11.15,3.7,1,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
460,474,0.07058823529,10,1043,300,172.22,219.75,19.62,2.45,0,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
461,475,0.1090909091,10,1043,300,161.1,325.935,26.534,4.935,0,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
462,476,0.12,10,1043,300,151.85,325.935,29,7.407,1,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
463,477,0.3157894737,10,1043,300,120.4,261.73,17.11,4.95,1,0,1,0.5,0.805995977,1,2.459351531,109.469122,109.4670629,109.4595825,5.512634482,96.20340084,96.20340084,141.6175122,0.6666666667,0.947257384,141.9013001,1.000148021,Fe,FeO,Fe-FeO,{'Fe': 100.0},183,"{'Fe': 50.0, 'O': 50.0}",263.5,800,470,700,235
464,478,0.2654867257,100,850,4,37,17000,21,800,0,0,1,3,1,1,5.932913866,120.4947892,120.20238,89.39747524,2.941951704,60,60,60,0.5,-0.02669404517,108.3464421,1,Fe2CoO4,Ag,CoFe2O4-Ag,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,{'Ag': 100.0},0,700,205.7142857,0,0
465,479,0.2631578947,100,850,4,20,17000,9.1,1500,0,0,1,3,1,1,5.932913866,120.4947892,120.20238,89.39747524,2.941951704,60,60,60,0.5,-0.02389078498,108.3464421,1,Fe2CoO4,Ag,CoFe2O4-Ag,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,{'Ag': 100.0},0,700,205.7142857,0,0
466,480,0.2631578947,100,850,4,10,14000,2.3,1650,0,0,1,3,1,1,5.932913866,120.4947892,120.20238,89.39747524,2.941951704,60,60,60,0.5,0.237804878,108.3464421,1,Fe2CoO4,Ag,CoFe2O4-Ag,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,{'Ag': 100.0},0,700,205.7142857,0,0
467,481,0.06,40,658,300,26,442,10,1,0,0,1,0,0.5561578208,1.9686,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
468,482,0.06,40,658,300,38,476,16,1,0,0,1,0,1,2.175805048,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
469,483,0.06,40,658,300,43,543,8,2,0,0,1,0,0.5561578208,1.9686,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
470,484,0.06,40,658,300,31,363,4,2,0,0,1,0,0.5561578208,1.9686,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
471,485,0.06,40,658,5,29,4076,22,80,0,0,1,5,0.2183951777,8,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
472,486,0.06,40,658,5,41,7649,33,177,0,0,1,5,0.2183951777,8,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
473,487,0.06,40,658,5,47,11890,32,763,0,0,1,5,0.2183951777,8,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
474,488,0.06,40,658,5,35,11343,22,593,0,0,1,5,0.2183951777,8,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,90,90,119.9999855,0.4444444444,0.619047619,84.36360767,1,Fe2CoO4,NiO,CoFe2O4-NiO,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,"{'Ni': 50.0, 'O': 50.0}",267.5,700,205.7142857,800,257.5
475,489,0.6,16,573,5,9.1,4810,2.101,1100,0,0,1,3.8,1,1,6.055895717,59.8443616,59.34137478,60.17587797,3.788512,90,90,90,0.4166666667,0.8221518987,45.37401492,1.000955976,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,"{'Fe': 40.0, 'O': 60.0}",279.6,671.4285714,192.8571429,680,188
476,490,0.1578947368,16,573,5,11.6,4520,4.35,270,0,0,1,2,1,1,6.055895717,59.8443616,59.34137478,60.17587797,3.788512,90,90,90,0.4166666667,0.7917721519,45.37401492,1.000955976,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,"{'Fe': 40.0, 'O': 60.0}",279.6,671.4285714,192.8571429,680,188
477,491,0.1428571429,16,573,5,13.6,2170,2.1308,181,0,0,1,1.801,1,1,6.055895717,59.8443616,59.34137478,60.17587797,3.788512,90,90,90,0.4166666667,0.7991561181,45.37401492,1.000955976,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,"{'Fe': 40.0, 'O': 60.0}",279.6,671.4285714,192.8571429,680,188
478,492,0.1071428571,16,573,5,14.5,1680,0.83608,97,0,0,1,2,1,1,6.055895717,59.8443616,59.34137478,60.17587797,3.788512,90,90,90,0.4166666667,0.8141350211,45.37401492,1.000955976,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3,"{'Mn': 14.285714285714285, 'Fe': 28.57142857142857, 'O': 57.14285714285714}",271,"{'Fe': 40.0, 'O': 60.0}",279.6,671.4285714,192.8571429,680,188
479,493,0.5357142857,50,1388,5,24.2,4112.35,13.54,1594.35,0,0.232176,1,1,1,1,2.489759746,60,60,60,2.562849131,60,60,60,1,0.691318328,406.1885608,1,Co,Cr,Co-Cr,{'Co': 100.0},188,{'Cr': 100.0},166,900,500,600,450
480,494,0.4347826087,50,1388,5,21.9,3668.12,11.624,1150.12,0,0,1,1,1,1,2.489759746,60,60,60,2.562849131,60,60,60,1,0.691318328,406.1885608,1,Co,Cr,Co-Cr,{'Co': 100.0},188,{'Cr': 100.0},166,900,500,600,450
481,495,0.75,46,535,5,15.1,2585,15.6,925,0,0,1,0.05,1,1,3.5503634,90,90,90,0,0,0,0,0.4285714286,0.8875,206.028149,1.064553505,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4,"{'Gd': 0.7142857142857143, 'Zn': 2.857142857142857, 'Fe': 27.857142857142858, 'Ni': 11.428571428571429, 'O': 57.14285714285714}",270.2357143,{},0,682.1428571,192,0,0
482,496,0.5,40,535,5,48.2,827,48.2,154,0,0,1,0.05,1,1,3.9908732,86.97526702,90,90,0,0,0,0,0.4285714286,0.8076370945,171.5302675,1.15331037,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4,"{'Gd': 0.7142857142857143, 'Zn': 2.857142857142857, 'Fe': 27.857142857142858, 'Ni': 11.428571428571429, 'O': 57.14285714285714}",270.2357143,{},0,682.1428571,192,0,0
483,497,0.1875,30,535,5,70.1,362,70.88,878.374,0,0,1,0.05,1,1,4.653465,86.97526702,90,90,0,0,0,0,0.4285714286,0.757146471,136.2706112,1.635226542,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4,"{'Gd': 0.7142857142857143, 'Zn': 2.857142857142857, 'Fe': 27.857142857142858, 'Ni': 11.428571428571429, 'O': 57.14285714285714}",270.2357143,{},0,682.1428571,192,0,0
484,498,0.1034482759,30,535,5,80.3,207,81.14,878.374,0,0,1,0.05,1,1,4.653465,86.97526702,90,90,0,0,0,0,0.4285714286,0.7331140906,136.2706112,1.635226542,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4,"{'Gd': 0.7142857142857143, 'Zn': 2.857142857142857, 'Fe': 27.857142857142858, 'Ni': 11.428571428571429, 'O': 57.14285714285714}",270.2357143,{},0,682.1428571,192,0,0
485,499,0.1,80,627,5,0.648,874.27,0.01,1630.76,0,0.021,1,0.5,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,90,90,90,0.5,0.9189189189,79.22314316,1,Ni,LaFeO3,Ni-LaFeO3,{'Ni': 100.0},191,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,1000,515,520,94
486,500,0.1,80,627,5,0.846,326.075,0.01,1212.995,0,0.044,1,0.5,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,90,90,90,0.5,0.9189189189,79.22314316,1,Ni,LaFeO3,Ni-LaFeO3,{'Ni': 100.0},191,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,1000,515,520,94
487,501,0.375,20,830,50,0.368,2662.31,0.0065,648.446,0,0.0059,1,2,0.5166432673,1,5.15412795,109.3259375,121.6126816,64.75150694,0,0,0,0,0.1,0.3181818182,177.8266406,0.7972100741,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
488,502,0.375,20,830,100,0.335,2227.481,0.006,261.949,0,0.00338,1,2,0.5166432673,1,5.15412795,109.3259375,121.6126816,64.75150694,0,0,0,0,0.1,0.3181818182,177.8266406,0.7972100741,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
489,503,0.375,20,830,150,0.321,1590.775,0.007,97.394,0,0.0045,1,2,0.5166432673,1,4.581761183,96.44197916,100.5375605,81.58383565,0,0,0,0,0.1,0.3181818182,154.9872751,0.9698414353,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
490,504,0.375,20,830,175,0.268,1200.862,0.005,24.949,1,0.0006,1,2,0.5166432673,1,5.449918533,115.7679166,132.1502421,56.33534259,0,0,0,0,0.1,0.3181818182,144.5958566,0.7408743436,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
491,505,0.375,20,830,200,0.23,1136.268,0.004,30.557,0,0.0035,1,2,0.5166432673,1,4.7547628,90,90,90,0,0,0,0,0.1,0.3181818182,141.1031414,1.570709574,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
492,506,0.375,20,830,250,0.193,524,0.001,176,1,0,1,2,0.5166432673,1,5.449918533,115.7679166,132.1502421,56.33534259,0,0,0,0,0.1,0.3181818182,144.5958566,0.7408743436,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3,"{'Sc': 10.0, 'Fe': 10.0, 'Bi': 20.0, 'O': 60.0}",224.7,{},0,440,47,0,0
493,507,0.5347593583,10,838,5,72.42,252.105,17.76,32.99,0,0.96846,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
494,508,0.5347593583,10,838,10,72.41,221.92,16.79,16.26,0,0.96846,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
495,509,0.5347593583,10,838,50,72.06,133.38,10.02,23.38,0,0.96846,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
496,510,0.5347593583,10,838,100,71.56,80.125,5.83,1.11,0,0.96846,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
497,511,0.5347593583,10,838,150,70.52,37.24,3.26,3.6,0,0.9692916,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
498,512,0.5347593583,10,838,200,68.77,23.6815,1.7,10.663,1,0,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
499,513,0.5347593583,10,838,300,63.51,0.6,0.061,0.48,0,0,1,1,0.805995977,1,5.142692,74.87633512,90,90,0,0,0,0,0.4285714286,0.8624708625,136.9812408,1.708366274,Fe3O4,0,Fe3O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{},0,685.7142857,201.4285714,0,0
500,514,0.0375,20,627,179.4,26.353,51.5,1.27,0.153,1,0,1,2,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,60,60,60,0.25,0.9297259311,290.2283687,1,Ni,SiO2,Ni-SiO2,{'Ni': 100.0},191,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,1000,515,533.3333333,161.6666667
501,515,0.0375,20,627,7.4,0.17,62,0.0074,28.751,0,0,1,2,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,60,60,60,0.25,0.8871191136,290.2283687,1,Ni,SiO2,Ni-SiO2,{'Ni': 100.0},191,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,1000,515,533.3333333,161.6666667
502,516,0.0375,20,627,7.4,0.31,66,0.014,21.156,0,0,1,2,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,60,60,60,0.25,0.8871191136,290.2283687,1,Ni,SiO2,Ni-SiO2,{'Ni': 100.0},191,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,1000,515,533.3333333,161.6666667
503,517,0.0375,20,627,7.4,0.91,62.5,0.039,8.078,0,0,1,2,1,1,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,60,60,60,0.25,0.8871191136,290.2283687,1,Ni,SiO2,Ni-SiO2,{'Ni': 100.0},191,"{'Si': 33.33333333333333, 'O': 66.66666666666666}",292.6666667,1000,515,533.3333333,161.6666667
504,518,0.3,40,720,5,4.326,252,0.624,131.724,0,0.035,1,0,0.805995977,1,2.416394474,109.4712206,109.4712206,109.4712206,2.924839357,90,90,119.9999855,0.6666666667,0.5603015075,184.6255244,1,Ni,NiO,Ni-NiO,{'Ni': 100.0},191,"{'Ni': 50.0, 'O': 50.0}",267.5,1000,515,800,257.5
505,519,0.3,31,720,150,3.265,377,0.6935,258.139,0,0.1045,1,2,0.805995977,1,2.416394474,109.4712206,109.4712206,109.4712206,2.924839357,90,90,119.9999855,0.6666666667,0.5603015075,184.6255244,1,Ni,NiO,Ni-NiO,{'Ni': 100.0},191,"{'Ni': 50.0, 'O': 50.0}",267.5,1000,515,800,257.5
506,520,0.3,30,850,5,26.707,1099.138,11.11,312.574,0,4.814,1,0.005,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8631578947,67.30874813,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
507,521,0.3,30,850,40,31.138,517.2415,5.75,327.4137,0,1,1,0.005,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8578947368,67.30874813,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
508,522,0.05190311419,30,850,5,33.757,988.9945,14.473,67.9945,0,5.112,1,0.005,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8473684211,67.30874813,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
509,523,0.05190311419,30,850,40,34.6,580.39,7.875,274.9405,0,3.1432,1,0.005,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8263157895,67.30874813,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
510,524,0.2,10,45,20,21.143,2318.5,9.743,45.87,0,0,1,0,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
511,525,0.2,30,45,20,10.89,818.148,4.1975,19.952,1,0,1,0,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
512,526,0.2,4,45,20,6.3092,1283.9813,2.25,236.4043,0,5.75,1,0.2,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
513,527,0.2,10,45,20,9,2211.13,5,1249.769,0,2.5,1,0.2,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
514,528,0.2,30,45,20,18.83,3557,7.165,288.374,0,1.165,1,0.2,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
515,529,0.2,4,45,20,6.328,838.2735,1.9105,79.5885,0,4.7755,1,0.05,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
516,530,0.2,4,45,20,5.791,878.3785,2.0595,256.1785,0,5.4625,1,0.1,0.805995977,1,3.895077,90,90,90,5.479768543,60.90147919,87.36407988,57.03680818,0.4,-0.6666666667,3.349205413,1,SmMnO3,Mn2O3,SmMnO3-Mn2O3,"{'Sm': 20.0, 'Mn': 20.0, 'O': 60.0}",237.4,"{'Mn': 40.0, 'O': 60.0}",268.4,500,82,640,164
