,Unnamed: 0,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core,shell,formula,core_atomic_percent,core_pauling_electronegativity,shell_atomic_percent,shell,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function
354,364,0.4054054054,30,723,5,183,742,6.864365336,300.678,0,0,1,3,0.805995977,1,4.465014617,78.36059168,88.94563195,76.81472327,0,0,0,0,0.6875,0.343832021,146.3516585,1.054911306,Fe11C5,0,Fe2.2C,"{'Fe': 68.75, 'C': 31.25}",205.5,{},0,675,479.375,0,0
355,365,0.1573976915,30,240,300,162,423,0.2267,110.78,0,0,1,0,1,1,4.861034852,71.38745704,71.38745704,77.38745927,2.790101817,90,90,119.9999957,0.6470588235,0.9570194818,11.72977722,1.021288613,Fe11C5,Mo,Fe2.2C-Mo,"{'Fe': 68.75, 'C': 31.25}",205.5,{'Mo': 100.0},216,675,479.375,600,460
356,366,0.3916449086,30,723,5,108,605,6.864365336,305.046,0,0,1,3,0.805995977,1,4.465014617,78.36059168,88.94563195,76.81472327,0,0,0,0,0.6875,0.343832021,146.3516585,1.054911306,Fe11C5,0,Fe2.2C,"{'Fe': 68.75, 'C': 31.25}",205.5,{},0,675,479.375,0,0
357,367,0.2063273728,30,240,300,97,247,0.2203,101.809,0,0,1,0,1,1,4.861034852,71.38745704,71.38745704,77.38745927,2.790101817,90,90,119.9999957,0.6470588235,0.9570194818,11.72977722,1.021288613,Fe11C5,Mo,Fe2.2C-Mo,"{'Fe': 68.75, 'C': 31.25}",205.5,{'Mo': 100.0},216,675,479.375,600,460
358,369,0.25,20,1388,50,116.78,6483.63,86,803.95,0,4.54,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3174061433,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
359,370,0.25,20,1388,100,109,5296.52,77.67,211.8065,0,0,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3174061433,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
360,371,0.25,20,1388,150,110.79,4068,69.88,126.63,0,0,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3174061433,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
361,372,0.25,20,1388,200,112.49,3262.816,66.47,128.528,0,0,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3174061433,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
362,373,0.25,20,1388,300,118.45,1991.5,66.96,43.5,0,0,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.3174061433,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
363,374,0.06,50,1388,5,63.415,395.247,52.2,50.685,0,0,1,5,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.489759746,60,60,60,0.6666666667,0.7381443299,418.1126318,1.757954164,CoO,Co,CoO-Co,"{'Co': 50.0, 'O': 50.0}",266,{'Co': 100.0},188,750,250,900,500
364,375,0.04838709677,50,1388,5,21.14,1111.3855,29.26,253.3855,0,0,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.8293515358,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
365,376,0.04285714286,50,1388,5,16.9,952.618,6.725,141.772,0,0.465,1,5,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.489759746,60,60,60,0.6666666667,0.8281786942,418.1126318,1.757954164,CoO,Co,CoO-Co,"{'Co': 50.0, 'O': 50.0}",266,{'Co': 100.0},188,750,250,900,500
366,377,0.03947368421,50,1388,5,15.938,1155.295,5.427,175.635,0,0.386,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.8293515358,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
367,378,0.03658536585,50,1388,5,15,952.612,4.614,148.635,0,0.386,1,5,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.489759746,60,60,60,0.6666666667,0.7250859107,418.1126318,1.757954164,CoO,Co,CoO-Co,"{'Co': 50.0, 'O': 50.0}",266,{'Co': 100.0},188,750,250,900,500
368,379,0.03409090909,50,1388,5,14.96,986.3925,4.39,162.1195,0,0.406,1,5,1,1,2.489759746,60,60,60,3.011828164,107.2949512,89.50258333,120.0378437,0.6666666667,0.7269624573,344.2369665,1,Co,CoO,Co/CoO,{'Co': 100.0},188,"{'Co': 50.0, 'O': 50.0}",266,900,500,750,250
369,380,0.2112676056,80,858,100,0.5626,1956.331,0.05492,1369.513,0,0,1,2,1,1,5.142692,74.87633512,90,90,3.011828164,107.2949512,89.50258333,120.0378437,0.4444444444,0.4888888889,106.3960077,1.708366274,Fe3O4,CoO,Fe3O4-CoO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Co': 50.0, 'O': 50.0}",266,685.7142857,201.4285714,750,250
370,381,0.1395348837,80,858,200,9.1118,499.93,16.70509,57.07,0,0,1,2,1,1,5.142692,74.87633512,90,90,3.011828164,107.2949512,89.50258333,120.0378437,0.4444444444,0.4888888889,106.3960077,1.708366274,Fe3O4,CoO,Fe3O4-CoO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Co': 50.0, 'O': 50.0}",266,685.7142857,201.4285714,750,250
371,382,0.1022727273,80,730,300,0.7025,9025,0.057,1375,0,0.008,1,1,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
372,383,0.1022727273,80,730,300,0.6749,8025,0.051,1125,0,0,1,2,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
373,384,0.1022727273,80,730,300,0.6749,7875,0.049,1125,0,0.002,1,3,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
374,385,0.1022727273,80,730,300,0.704,7725,0.049,1175,0,0.002,1,4,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
375,386,0.1022727273,80,730,300,0.6749,7550,0.047,1000,0,0.004,1,5,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
376,387,0.1022727273,80,730,300,0.708,7300,0.0485,1050,0,0.006,1,6,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
377,388,0.1022727273,80,730,300,0.71,9215.75,0.0489,393.25,0,0.0028,1,6.5,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
378,389,0.1022727273,50,730,300,0.45,849.26,0.016,213,0,0,1,0,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
379,390,0.1022727273,50,730,300,0.55,2754.78,0.028,518,0,0.067,1,1,0.5166432673,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
380,391,0.6976744186,20,1043,10,40.991,10778.3,48.9436,1580,0,3.5438,1,5,1,1,4.794962,89.99911576,89.99966079,90.00033921,2.459351531,109.469122,109.4670629,109.4595825,0.5,-2.31025641,318.0904712,1.438739691,FeF2,Fe,FeF2/Fe,"{'Fe': 33.33333333333333, 'F': 66.66666666666666}",61,{'Fe': 100.0},183,266.6666667,156.6666667,800,470
381,392,0.6160164271,20,1043,10,18.1216,10707.57,16.9119,990,0,1.632,0,70,1,1,4.794962,89.99911576,89.99966079,90.00033921,2.459351531,109.469122,109.4670629,109.4595825,0.5,-1.202564103,318.0904712,1.438739691,FeF2,Fe,FeF2/Fe,"{'Fe': 33.33333333333333, 'F': 66.66666666666666}",61,{'Fe': 100.0},183,266.6666667,156.6666667,800,470
382,393,0.4225352113,20,1659,300,33.7,1025.62,24.565,153.48,0,0,1,2,1,1,5.072209,90,90,90,0,0,0,0,0.5,0.8205940594,761.228464,1.699305733,CoP,0,CoP,"{'Co': 50.0, 'P': 50.0}",203.5,{},0,700,250,0,0
383,394,0.4225352113,20,1659,300,36.4,1358.528,20.869,75.873,1,0,1,2,1,1,5.072209,90,90,90,0,0,0,0,0.5,0.7588717015,761.228464,1.699305733,CoP,0,CoP,"{'Co': 50.0, 'P': 50.0}",203.5,{},0,700,250,0,0
384,395,0.4225352113,20,1659,300,43.6,9355.89,25,76.89,1,0,1,2,1,1,5.072209,90,90,90,0,0,0,0,0.5,0.7077804584,761.228464,1.699305733,CoP,0,CoP,"{'Co': 50.0, 'P': 50.0}",203.5,{},0,700,250,0,0
385,396,0.4225352113,20,1659,300,46.8,14021.056,26,487.043,0,0,1,2,1,1,5.072209,90,90,90,0,0,0,0,0.5,0.8494184219,761.228464,1.699305733,CoP,0,CoP,"{'Co': 50.0, 'P': 50.0}",203.5,{},0,700,250,0,0
386,397,0.1764705882,60,858,5,7.45,1875.236,0.767,1662.94,1,0.767,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
387,398,0.1764705882,60,858,5,12.4328,1398.6,0.6705,1220.4,1,0.6705,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
388,399,0.1764705882,60,858,5,26.7835,1260.329,0.9171,1116.53,1,0.5171,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
389,400,0.1764705882,60,858,5,26.7835,1229.76,0.9171,1029.63,1,0.5171,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
390,401,0.1764705882,60,858,5,12.4328,1229.76,0.5855,1002.68,1,0.5855,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
391,402,0.1764705882,60,858,5,26.7835,1147.63,0.9171,960.57,1,0.5171,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
392,403,0.1764705882,60,858,5,7.25,1055.43,0.5625,949.12,1,0.5625,1,5,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.932160804,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
393,406,0.08571428571,60,795.4,50,2.2,1061.3475,0.1335,730,0,0.0895,1,0,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.7387173397,135.9732797,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
394,407,0.08571428571,60,603,300,0.838,312.8775,0.0695,75,0,0.017,1,0,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.8444972288,103.0825844,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
395,408,0.1304347826,60,730,5,4.908694,12552.522,0.2532,820,0,0.11,1,6,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
396,409,0.15,60,35,5,2.99341747,2504.3242,0.517605336,900,0,0.031,1,6,1,1,2.924839357,90,90,119.9999855,0,0,0,0,0.5,0.9107142857,17.94970376,1.176906346,NiO,0,NiO,"{'Ni': 50.0, 'O': 50.0}",267.5,{},0,800,257.5,0,0
397,410,0.075,60,795.4,5,1.5145,1082.76,0.1445,656.76,0,0.054,1,1,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.7387173397,135.9732797,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
398,411,0.075,60,795.4,5,1.625,1144.92,0.1555,842.644,0,0.1125,1,2,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.6801266825,135.9732797,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
399,412,0.075,60,795.4,5,1.65,1260,0.155,1030,0,0.124,1,3,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.7038796516,135.9732797,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
400,413,0.08571428571,60,795.4,5,1.657,1322.5,0.166,1144.5,0,0.152,1,4,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.6801266825,135.9732797,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
401,414,0.08571428571,60,740.8,5,1.6765,1452.6,0.1655,1452.6,0,0.15,1,5,1,1,3.957177,90,90,90,2.924839357,90,90,119.9999855,0.4285714286,0.6563737134,126.6394338,1,LaFeO3,NiO,LaFeO3-NiO,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,"{'Ni': 50.0, 'O': 50.0}",267.5,520,94,800,257.5
402,416,0.04285714286,50,730,5,0.93904,565.2175,0.0065,1195.65,0,0.014,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
403,417,0.04285714286,50,730,5,0.93904,463.95,0.005,222,0,0.002,1,0.9,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
404,418,0.04285714286,50,730,5,36.4564,59144,0.5,190.91546,0.4,0.0734,1,2.8,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
405,419,0.04285714286,50,730,5,0.812234,594.66,0.009,1542.18,0,0.026,1,2.6,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
406,420,0.04285714286,50,730,300,0.966136,1074.95,0.0185,329.977,0,0.0045,1,0,1,1,3.957177,90,90,90,0,0,0,0,0.4,0.9594594595,138.356207,1,LaFeO3,0,LaFeO3,"{'La': 20.0, 'Fe': 20.0, 'O': 60.0}",243,{},0,520,94,0,0
407,421,0.1507537688,30,810,60,0.319,10690,1.388,97,0,0.095,1,1.802,1,1.661101836,5.388093916,122.2098958,142.6878026,47.91917824,5.932913866,120.4947892,120.20238,89.39747524,0.3333333333,0.4705263158,51.19743972,0.6286584682,FeBiO3,Fe2CoO4,BiFeO3-CoFe2O4,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,520,94,700,205.7142857
408,422,0.3012048193,30,830,60,0.379,21897,2.793,287,0,0.034,1,1.901,1,1,5.388093916,122.2098958,142.6878026,47.91917824,5.932913866,120.4947892,120.20238,89.39747524,0.3333333333,0.2659459459,52.46157403,0.6286584682,FeBiO3,Fe2CoO4,BiFeO3-CoFe2O4,"{'Fe': 20.0, 'Bi': 20.0, 'O': 60.0}",243,"{'Fe': 28.57142857142857, 'Co': 14.285714285714285, 'O': 57.14285714285714}",275.7142857,520,94,700,205.7142857
409,423,0.2307692308,10,820,10,86,479,43,105,0,0,0,2.57,1,1,3.788512,90,90,90,5.142692,74.87633512,90,90,0.4166666667,0.832460733,80.42335377,1,Fe2O3,Fe3O4,Fe2O3-Fe3O4,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,680,188,685.7142857,201.4285714
410,424,0.375,10,770,10,55,210,10.5602562,50,0,0,0,2.81,1,1,3.788512,90,90,90,5.142692,74.87633512,90,90,0.4166666667,0.9162303665,75.51949073,1,Fe2O3,Fe3O4,Fe2O3-Fe3O4,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,680,188,685.7142857,201.4285714
411,425,0.02543019412,25,150,300,0.33275,246.23,0.013,690,0,0.036,1,0.1,1,1,3.062222661,96.97012749,89.99999756,119.9999993,0,0,0,0,0.5,-0.1904761905,36.73802453,4.120250961,CrAgO2,0,AgCrO2,"{'Cr': 25.0, 'Ag': 25.0, 'O': 50.0}",213.5,{},0,450,112.5,0,0
412,426,0.08888888889,40,950,5,177,70,46,2.5,0,0,1,0.1,0.9205537638,1.081730769,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.22303207,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
413,427,0.08888888889,40,950,100,177,65,46,2,0,0,1,0.1,0.9205537638,1.081730769,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.298679868,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
414,428,0.08888888889,40,950,200,177,20,46,3,0,0,1,0.1,0.9205537638,1.081730769,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.5821145006,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
415,429,0.1145038168,40,950,5,172,66.5,62,0.2,0,0,1,0.1,0.9598049001,1.151648352,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.298679868,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
416,430,0.1145038168,40,950,100,172,62.5,62,0.6,0,0,1,0.1,0.9598049001,1.151648352,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.298679868,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
417,431,0.1145038168,40,950,200,172,23.25,62,0.5,0,0,1,0.1,0.9598049001,1.151648352,2.459351531,109.469122,109.4670629,109.4595825,5.142692,74.87633512,90,90,0.5,0.5821145006,116.4667471,1.000148021,Fe,Fe3O4,Fe-Fe3O4,{'Fe': 100.0},183,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,800,470,685.7142857,201.4285714
418,432,0.1764705882,80,673,2,1.8,3.085,5.45,0.313,0.253,0.29,1,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.448390839,96.96747237,95.84150933,101.8946325,0.5,0.8166259169,68.30297093,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
419,433,0.1764705882,80,673,10,4.2,1735.404,9.7612,509.8706,0.2534,0.064,0.8,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.448390839,96.96747237,95.84150933,101.8946325,0.5,0.8166259169,68.30297093,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
420,434,0.1764705882,80,673,20,6,0.935,2.75,0.04,0.014,0.03,1,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.332891606,96.5332151,95.94099267,95.88706379,0.5,0.8166259169,55.05561216,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
421,435,0.1764705882,80,673,40,8.4,3483.804,9.7612,509.8706,0.0534,0.064,0.8,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.022218072,103.4511956,95.742026,107.9022013,0.5,0.8166259169,63.59181137,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
422,436,0.1764705882,80,673,75,9.9,2186.3782,0.725,55.0218,0.6,0,0,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,3.33601877,96.91793637,77.81528294,90.00641352,0.5,0.8166259169,72.90168941,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
423,437,0.1764705882,80,673,100,13.33,27.304,1.81912,73.2266,0.0534,0.064,0.8,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.022218072,103.4511956,95.742026,107.9022013,0.5,0.8166259169,63.59181137,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
424,438,0.1764705882,80,673,150,14.9,27.304,0.73359,73.2266,0.0534,0.01013,0.8,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,4.022218072,103.4511956,95.742026,107.9022013,0.5,0.8166259169,63.59181137,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
425,439,0.1764705882,80,673,200,15,16.5,0.02235,22.78,0,0.02065,1,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,3.438000931,100.811228,89.60206666,114.030275,0.5,0.8166259169,77.91827419,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
426,440,0.1764705882,80,673,300,15.2,15.85,0.002,22.8,0,0.002,1,0.1,1,1,5.807719301,58.97909506,58.97909506,58.97910362,3.167164931,103.835961,89.60206666,114.030275,0.5,0.8166259169,70.3827123,1.000000046,Co2NiO4,CoNiO,NiCo2O4-(CoNi)O,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,"{'Co': 33.33333333333333, 'Ni': 33.33333333333333, 'O': 33.33333333333333}",241,742.8571429,216.4285714,833.3333333,338.3333333
