link,id,space_group_core,space_group_shell,core,shell,h_range_max_koe,chemical formula,Tb,TN,Tc,c1,c2,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t
10.1063/5.0016859,703,225,225,Ni,NiO,,Ni-NiO,350,796,720,Ni,NiO,20,20,20,3,150,3.265,377,0.6935,258.139,0,0.1045,1,2
10.1038/s41598-020-74188-5,704,227,167,Fe3O4,Fe2O3,30,Fe3O4-Fe2O3,130,950,850,Fe3O4,Fe2O3,10,10,10,1,5,26.707,1099.138,11.11,312.574,0,4.814,1,0.005
10.1038/s41598-020-74188-5,705,227,167,Fe3O4,Fe2O3,30,Fe3O4-Fe2O3,135,950,850,Fe3O4,Fe2O3,10,10,10,1,40,31.138,517.2415,5.75,,0,1,1,0.005
10.1038/s41598-020-74188-5,706,227,167,Fe3O4,Fe2O3,30,Fe3O4-Fe2O3,145,950,850,Fe3O4,Fe2O3,57.8,57.8,57.8,1,5,33.757,988.9945,14.473,67.9945,0,5.112,1,0.005
10.1038/s41598-020-74188-5,707,227,167,Fe3O4,Fe2O3,30,Fe3O4-Fe2O3,165,950,850,Fe3O4,Fe2O3,57.8,57.8,57.8,1,40,34.6,580.39,7.875,,0,,1,0.005
10.1016/j.physb.2020.412084,708,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,37.426,3363.8,12.99,0,1,0,1,0
10.1016/j.physb.2020.412084,709,62,206,SmMnO3,Mn2O3,10,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,21.143,2318.5,9.743,45.87,0,0,1,0
10.1016/j.physb.2020.412084,710,62,206,SmMnO3,Mn2O3,30,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,10.89,818.148,4.1975,19.952,1,0,1,0
10.1016/j.physb.2020.412084,711,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,,,2.25,,0,5.75,,0.2
10.1016/j.physb.2020.412084,712,62,206,SmMnO3,Mn2O3,10,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,9,2211.13,5,1249.769,0,2.5,1,0.2
10.1016/j.physb.2020.412084,713,62,206,SmMnO3,Mn2O3,30,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,18.83,3557,7.165,288.374,0,1.165,1,0.2
10.1016/j.physb.2020.412084,714,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,6.328,838.2735,1.9105,79.5885,0,4.7755,1,0.05
10.1016/j.physb.2020.412084,715,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,5.791,878.3785,2.0595,256.1785,0,5.4625,1,0.1
10.1016/j.physb.2020.412084,716,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,5.432,891.9945,2.0895,269.9945,0,5.4895,1,0.2
10.1016/j.physb.2020.412084,717,62,206,SmMnO3,Mn2O3,4,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,20,5.432,892,2.18,270,0,5.58,1,0.3
10.1016/j.physb.2020.412084,718,62,206,SmMnO3,Mn2O3,8,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,10,9.26,2838.8,4.265,225.8,0,3.681,1,0.05
10.1016/j.physb.2020.412084,719,62,206,SmMnO3,Mn2O3,8,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,10,8.85,2935.565,4.2655,322.565,0,4.598,1,0.1
10.1016/j.physb.2020.412084,720,62,206,SmMnO3,Mn2O3,8,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,10,8.686,2935.385,4.307,322.385,0,4.598,1,0.2
10.1016/j.physb.2020.412084,721,62,206,SmMnO3,Mn2O3,8,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,10,8.563,2919.26,4.3285,306.26,0,4.8275,1,0.3
10.1016/j.physb.2020.412084,722,62,206,SmMnO3,Mn2O3,8,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,10,8.359,2919.3,4.349,532.063,0,5.058,1,0.5
10.1016/j.physb.2020.412084,723,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,30,,1372.5,1.88,2614.3,0,4.778,1,0.3
10.1016/j.physb.2020.412084,724,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,30,,1372.5,3.2605,1372.5,0,3.2605,1,0.4
10.1016/j.physb.2020.412084,725,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,30,10.298,2190.471,4.963,556.519,0,1.412,1,0.8
10.1016/j.physb.2020.412084,726,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,30,11.312,2353.7985,5.217,589.1305,0,1.449,1,1
10.1016/j.physb.2020.412084,727,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,30,15.077,2550.85,5.399,328.675,0,0.979,1,2
10.1016/j.physb.2020.412084,728,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,40,13.72,900.1575,4.124,66.858,0,0.534,1,0.3
10.1016/j.physb.2020.412084,729,62,206,SmMnO3,Mn2O3,20,SmMnO3-Mn2O3,150,90,45,SmMnO3,Mn2O3,30,30,30,3,40,13.72,1008.733,4.3375,175.433,0,0.7465,1,2
10.1016/j.matchar.2020.110203,730,227,0,NiEr0.06Fe0.14O4,0,35,NiEr0.06Fe0.14O4,188,84,,NiEr0.06Fe0.14O4,0,19.4,19.4,19.4,1,5,44.2,886,,117,0,0,1,0.02
10.1016/j.matchar.2020.110203,731,227,0,NiEr0.12Fe0.08O4,0,35,NiEr0.12Fe0.08O4,162,84,,NiEr0.12Fe0.08O4,0,19.4,19.4,19.4,1,5,43.8,1218,,167,0,0,1,0.02
10.1016/j.matchar.2020.110203,732,227,0,NiEr0.18Fe0.02O4,0,35,NiEr0.18Fe0.02O4,135,84,,NiEr0.18Fe0.02O4,0,19.4,19.4,19.4,1,5,41.2,1377,,172,0,0,1,0.02
10.1016/j.jallcom.2020.153672,733,225,227,NiO,NiFe2O4,10,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,2,2.9,1832.68,1.675,1387.54,0,0.999,1,
10.1016/j.jallcom.2020.153672,734,225,227,NiO,NiFe2O4,50,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,2,8.3,1294.872,1.667,13.028,1,0.137,1,0.01
10.1016/j.jallcom.2020.153672,735,225,227,NiO,NiFe2O4,50,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,2,8.3,1461.595,1.8625,794.928,0,0.3325,1,0.1
10.1016/j.jallcom.2020.153672,736,225,227,NiO,NiFe2O4,,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,300,,,0.46,,1,0,1,0
10.1016/j.jallcom.2020.153672,737,225,227,NiO,NiFe2O4,,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,100,,663.422,1.5055,81.257,0,0,1,0.1
10.1016/j.jallcom.2020.153672,738,225,227,NiO,NiFe2O4,,NiO-NiFe2O4,296,796,850,NiO,NiFe2O4,82.5,82.5,82.5,3,50,,1088.3345,2.1605,306.0945,0,0,1,0.1
10.1088/1361-6528/abac7a,739,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,9,9,9,1,5,9.656,657.542,3.1,316.989,0,0.748,1,0.1
10.1088/1361-6528/abac7a,740,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,5,7.487,523.2,1.879,84.611,0,0.345,1,0.1
10.1088/1361-6528/abac7a,741,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,17,17,17,1,5,4.37,381.864,1.0775,70.769,0,0.1985,1,0.1
10.1088/1361-6528/abac7a,742,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,2,10.07,794.665,3.39,155.665,0,0.596,1,0.1
10.1088/1361-6528/abac7a,743,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,5,9.754,688.265,3.15,114.745,0,0.35,1,0.1
10.1088/1361-6528/abac7a,744,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,10,9.438,589.847,2.417,106.431,0,0,1,0.1
10.1088/1361-6528/abac7a,745,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,17,9.158,499.745,2.375,16.745,0,0,1,0.1
10.1088/1361-6528/abac7a,746,55,0,BiFeO3,0,50,BiFeO3,35,643,1103,BiFeO3,0,10,10,10,1,27,8.912,372.75,1.885,44.65,0,0.273,1,0.1
10.1134/S1063783420020043,747,227,227,Fe3O4,CoFe2O4,60,Fe3O4-CoFe2O,220,,858,Fe3O4,CoFe2O4,5,5,5,1,4.2,51.65,13500,36.379,2324,0,0,1,0.1
10.1134/S1063783420020043,748,227,0,CoFe2O4,0,60,CoFe2O4,230,890,793,CoFe2O4,0,6,6,6,1,4.2,65.568,10800,34.158,1972,0,0,1,0.1
10.1021/acs.chemmater.0c03017,749,225,0,CoO,0,70,CoO,300,291,,CoO,0,50.4,50.4,50.4,3,325,0.1,103,,0,1,0,1,0
10.1021/acs.chemmater.0c03017,750,225,0,CoO,0,70,CoO,300,291,,CoO,0,50.4,50.4,50.4,3,10,0.4,139,,0,1,0,1,0
10.1021/acs.chemmater.0c03017,751,225,227,CoO,MnFe2O4,70,CoO-MnFe2O4,,325,573,CoO,MnFe2O4,41.9,41.9,41.9,3,325,30,105,1.85,0,1,0,1,0
10.1021/acs.chemmater.0c03017,752,225,227,CoO,MnFe2O4,70,CoO-MnFe2O4,,325,573,CoO,MnFe2O4,41.9,41.9,41.9,3,10,35,126,2.337,0,1,0.595,1,0
10.1021/acs.chemmater.0c03017,753,225,227,CoO,CoFe2O4,70,CoO-CoFe2O4,388,293,860,CoO,CoFe2O4,37.3,37.3,37.3,3,325,74,101,3.2,0,1,0.3,1,0
10.1021/acs.chemmater.0c03017,754,225,227,CoO,CoFe2O4,70,CoO-CoFe2O4,388,293,860,CoO,CoFe2O4,37.3,37.3,37.3,3,10,78,228,4.836,0,1,0.052,1,0
10.1021/acs.chemmater.0c03017,755,225,0,CoO,0,70,CoO,,293,,CoO,0,50.4,50.4,50.4,3,10,0.4,169,,249,0,,,5
10.1021/acs.chemmater.0c03017,756,225,227,CoO,MnFe2O4,70,CoO-MnFe2O4,,325,573,CoO,MnFe2O4,41.9,41.9,41.9,3,10,35,197,,76,0,,,5
10.1021/acs.chemmater.0c03017,757,225,227,CoO,CoFe2O4,70,CoO-CoFe2O4,388,293,860,CoO,CoFe2O4,37.3,37.3,37.3,3,10,78,283,,55,0,,,5
10.1016/j.jmmm.2019.165713,758,194,225,NiO,0,50,NiO,154,796,85,NiO,0,10,10,10,1,5,0.96,1856.45,0.189,944.208,0,0.089,1,0.5
10.1016/j.jmmm.2019.165713,759,194,194,Gd,NiO,50,Gd-NiO,250,796,293,Gd,NiO,24.5,24.5,24.5,1,5,6.35,1047.21,0.219,877.4,0,0.219,1,0.5
10.1016/j.jallcom.2020.155050,760,225,0,NiO,0,,NiO,5,796,85,NiO,0,28.92,28.92,28.92,1,300,,525.72,0.00619,54.431,0,,,0.01
10.1016/j.jallcom.2020.155050,761,,0,Ni0.99Zn0.01O,0,,Ni0.99Zn0.01O,,796,,Ni0.99Zn0.01O,0,29,29,29,1,300,,420.07,0.00615,46.4866,0,,,0.01
10.1016/j.jallcom.2020.155050,762,,0,Ni0.97Zn0.03O,0,,Ni0.97Zn0.03O,,796,,Ni0.97Zn0.03O,0,27.59,27.59,27.59,1,300,,533,0.00642,44.365,0,,,0.01
10.1016/j.jallcom.2020.155050,763,,0,Ni0.95Zn0.05O,0,,Ni0.95Zn0.05O,,796,,Ni0.95Zn0.05O,0,28.44,28.44,28.44,1,300,,159.266,0.00237,15.541,0,,,0.01
10.1016/j.jallcom.2020.155050,764,225,0,NiO,0,,NiO,5,796,85,NiO,0,28.92,28.92,28.92,1,3,,1044.68,0.01538,49.168,0,,,0.01
10.1016/j.jallcom.2020.155050,765,,0,Ni0.99Zn0.01O,0,,Ni0.99Zn0.01O,,796,,Ni0.99Zn0.01O,0,29,29,29,1,3,,645.11,0.01022,55.388,0,,,0.01
10.1016/j.jallcom.2020.155050,766,,0,Ni0.97Zn0.03O,0,,Ni0.97Zn0.03O,,796,,Ni0.97Zn0.03O,0,27.59,27.59,27.59,1,3,,495.24,0.00872,74.345,0,,,0.01
10.1016/j.jallcom.2020.155050,767,,0,Ni0.95Zn0.05O,0,,Ni0.95Zn0.05O,,796,,Ni0.95Zn0.05O,0,28.44,28.44,28.44,1,3,,256.8,0.00514,30.212,0,,,0.01
10.1021/cm501951u,768,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,10,,7824,,0,1,0,1,0
10.1021/cm501951u,769,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,50,,7956,,0,1,0,1,0
10.1021/cm501951u,770,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,150,,4099,,0,1,0,1,0
10.1021/cm501951u,771,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,250,,1646,,0,1,0,1,0
10.1021/cm501951u,772,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,10,,8040,,101,0,,,5
10.1021/cm501951u,773,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,50,,8105,,74,0,,,5
10.1021/cm501951u,774,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,150,,4131,,55,0,,,5
10.1021/cm501951u,775,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,250,,1662,,30,0,,,5
10.1021/cm501951u,776,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,10,,8487,,0,1,,,0
10.1021/cm501951u,777,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,50,,8227,,0,1,,,0
10.1021/cm501951u,778,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,150,,4292,,0,1,,,0
10.1021/cm501951u,779,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,250,,1729,,0,1,,,0
10.1021/cm501951u,780,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,300,,1046,,0,1,,,0
10.1021/cm501951u,781,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,10,,8624,,178,0,,,5
10.1021/cm501951u,782,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,50,,8200,,109,0,,,5
10.1021/cm501951u,783,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,150,,4302,,45,0,,,5
10.1021/cm501951u,784,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,40,40,40,3,250,,1737,,36,0,,,5
10.1021/cm501951u,785,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,10,,3490,,0,1,,,0
10.1021/cm501951u,786,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,50,,2624,,0,1,,,0
10.1021/cm501951u,787,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,150,,1316,,0,1,,,0
10.1021/cm501951u,788,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,250,,498,,0,1,,,0
10.1021/cm501951u,789,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,325,,266,,0,1,,,0
10.1021/cm501951u,790,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,10,,3197,,253,0,,,5
10.1021/cm501951u,791,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,50,,2656,,160,0,,,5
10.1021/cm501951u,792,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,150,,1346,,58,0,,,5
10.1021/cm501951u,793,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,250,,503,,11,0,,,5
10.1021/cm501951u,794,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,325,,275,,2,0,,,5
10.1021/cm501951u,795,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,10,,3016,,238,0,,,2
10.1021/cm501951u,796,216,227,CoO,Fe3O4,70,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,50,,2528,,147,0,,,2
10.1021/cm501951u,797,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,10,,4520,,0,1,,,0
10.1021/cm501951u,798,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,50,,3655,,0,1,,,0
10.1021/cm501951u,799,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,150,,1947,,0,1,,,0
10.1021/cm501951u,800,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,250,,741,,0,1,,,0
10.1021/cm501951u,801,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,325,,341,,0,1,,,0
10.1021/cm501951u,802,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,10,,4652,,943,0,,,5
10.1021/cm501951u,803,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,50,,3697,,376,0,,,5
10.1021/cm501951u,804,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,150,,1805,,81,0,,,5
10.1021/cm501951u,805,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,250,,687,,23,0,,,5
10.1021/cm501951u,806,216,227,CoO,Fe3O4,30,CoO-Fe3O4,8,291,850,CoO,Fe3O4,98,98,98,3,325,,353,,0,0,,,5
10.1103/PhysRevB.94.054432,807,225,227,CoO,Ni0.5Co0.5Fe2O4,50,CoO-Ni0.5Co0.5Fe2O4,49,291,813,CoO,Ni0.5Co0.5Fe2O4,6.3,6.3,6.3,1,10,28.685,5500,6.6,800,0,0.6,1,1
10.1103/PhysRevB.94.054432,808,225,227,CoO,Ni0.5Co0.5Fe2O4,70,CoO-Ni0.5Co0.5Fe2O4,72,291,813,CoO,Ni0.5Co0.5Fe2O4,6.4,6.4,6.4,1,10,23.42,14600,15,2300,0,2.63,1,1
10.1016/j.jmmm.2013.09.040,809,227,227,CoFe2O4,CoFe2,12,CoFe2O4-CoFe2,200,,922,CoFe2O4,CoFe2,70.2,70.2,70.2,1,300,82.4,900,27.4,,,4.8,1,0
10.1016/j.jmmm.2013.09.040,810,227,227,CoFe2O4,CoFe2,12,CoFe2O4-CoFe2,200,,922,CoFe2O4,CoFe2,68,68,68,1,300,80,760,26.1,,,13,1,0
10.1016/j.jmmm.2013.09.040,811,227,227,CoFe2O4,CoFe2,12,CoFe2O4-CoFe2,200,,922,CoFe2O4,CoFe2,64.9,64.9,64.9,1,300,94.6,750,29.6,,,9.1,1,0
10.1016/j.jmmm.2013.09.040,812,227,227,CoFe2O4,CoFe2,12,CoFe2O4-CoFe2,195,,922,CoFe2O4,CoFe2,48.6,48.6,48.6,1,10,111.4,650,29,,,2.9,1,1.2
10.1016/j.jmmm.2013.09.040,813,227,227,CoFe2O4,CoFe2,12,CoFe2O4-CoFe2,195,,922,CoFe2O4,CoFe2,37.8,37.8,37.8,1,10,141.3,540,30,,,53.3,1,1.2
10.1021/acs.chemmater.6b04768,814,194,0,Co,0,125,Co,190,234,1400,Co,0,24,24,24,1,300,18.9,13000,,0,1,,,0
10.1021/acs.chemmater.6b04768,815,221,227,FeCo,CoFe2O4,125,FeCo−CoFe2O4,220,,950,FeCo,CoFe2O4,23,23,23,1,300,37.8,15500,,0,1,,,0
10.1021/acs.chemmater.6b04768,816,167,227,Fe2Co,CoFe2O4,125,Fe2Co−CoFe2O4,230,,950,Fe2Co,CoFe2O4,22,22,22,1,300,37.8,15200,,0,1,,,0
10.1021/acs.chemmater.6b04768,817,194,0,Co,0,125,Co,190,234,1400,Co,0,24,24,24,1,10,19,19.2,4.6465,8700,0,1.7675,1,3
10.1021/acs.chemmater.6b04768,818,221,227,FeCo,CoFe2O4,125,FeCo−CoFe2O4,220,,950,FeCo,CoFe2O4,23,23,23,1,10,38,17.4,11.607,3400,0,2.321,1,3
10.1021/acs.chemmater.6b04768,819,167,227,Fe2Co,CoFe2O4,125,Fe2Co−CoFe2O4,230,,950,Fe2Co,CoFe2O4,22,22,22,1,10,39,17,15,3200,0,2.5,1,3
10.1039/c7tc00975e,820,161,227,BiFeO3,CoFe2O4,70,BiFeO3-CoFe2O4,,643,830,BiFeO3,CoFe2O4,16.6,15.73,0,6,10,31.563,17500,24.911,462,0,1,1,
10.1039/c7tc00975e,821,161,227,BiFeO3,CoFe2O4,70,BiFeO3-CoFe2O4,,647,830,BiFeO3,CoFe2O4,16.6,15.73,0,6,10,31.5,18797,24.6,646,0,0,0,0
10.1063/1.4865904,822,229,212,Fe,Fe2O3,50,Fe-Fe2O3,400,948,1043,Fe,Fe2O3,10,10,10,1,5,14.93,2465,5.088,2113,0,5,1,0.01
10.1063/1.4865904,823,229,212,Fe,Fe2O3,50,Fe-Fe2O3,400,948,1043,Fe,Fe2O3,10,10,10,1,10,,2893.865,,2893.865,0,,1,0.01
10.1063/1.4865904,824,229,212,Fe,Fe2O3,50,Fe-Fe2O3,400,948,1043,Fe,Fe2O3,10,10,10,1,15,,2517.667,,1003.173,0,,1,0.01
10.1063/1.4865904,825,229,212,Fe,Fe2O3,50,Fe-Fe2O3,400,948,1043,Fe,Fe2O3,10,10,10,1,30,,1408.45,,106,1,,1,0.01
10.1039/C5RA24673C,826,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,2,1.19,6.5,0.0056,15.5,0,,,0.01
10.1039/C5RA24673C,827,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,25,1.16,5,0.0048,12,0,,,0.01
10.1039/C5RA24673C,828,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,50,1.09,14,0.0135,11,0,,,0.01
10.1039/C5RA24673C,829,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,100,3.32,35,0.0104,11,0,,,0.01
10.1039/C5RA24673C,830,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,200,3.64,36,0.0075,7,0,,,0.01
10.1039/C5RA24673C,831,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,31,31,31,1,300,,12,0.0059,2,1,,,0.01
10.1039/C5RA24673C,832,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,2,0.31,8.5,0.0034,7.5,1,,,0.01
10.1039/C5RA24673C,833,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,25,0.13,21,0.0069,3,1,,,0.01
10.1039/C5RA24673C,834,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,50,0.35,17,0.0076,7,1,,,0.01
10.1039/C5RA24673C,835,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,100,0.14,21,0.0043,5,1,,,0.01
10.1039/C5RA24673C,836,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,200,0.25,18,0.0078,5,0,,,0.01
10.1039/C5RA24673C,837,225,225,NiO,NiO,20,NiO-NiO,5,520,720,NiO,NiO,54,54,54,1,300,0.097,22.5,0.0085,4.5,0,,,0.01
10.1007/s11664-017-5337-8,838,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,126,950,770,Fe2O3,Fe3O4,5.8,5.8,5.8,3,300,64,2.3,15,0,1,0.5,1,0
10.1007/s11664-017-5337-8,839,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,78.5,950,820,Fe2O3,Fe3O4,7.6,7.6,7.6,3,300,67,7,22.3925,0,1,0.5125,1,0
10.1007/s11664-017-5337-8,840,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,150,950,900,Fe2O3,Fe3O4,10.8,10.8,10.8,3,300,70,13.7,18.119,0,1,0,0,0
10.1007/s11664-017-5337-8,841,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,112,950,900,Fe2O3,Fe3O4,12.9,12.9,12.9,3,300,73,23,21.11,0,1,0,0,0
10.1007/s11664-017-5337-8,842,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,180,950,900,Fe2O3,Fe3O4,19,19,19,3,300,80,26.8,23.418,0,1,0.168,1,0
10.1007/s11664-017-5337-8,843,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,194,950,540,Fe2O3,Fe3O4,5.8,5.8,5.8,3,5,75,221.5,0.394,7.2,0,0.155,1,5
10.1007/s11664-017-5337-8,844,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,180,950,770,Fe2O3,Fe3O4,7.6,7.6,7.6,3,5,76,294.7,0.9395,20.4,0,0.1205,1,5
10.1007/s11664-017-5337-8,845,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,180,950,900,Fe2O3,Fe3O4,10.8,10.8,10.8,3,5,80,405.7,1.546,51.8,0,0.091,1,5
10.1007/s11664-017-5337-8,846,92,227,Fe2O3,Fe3O4,50,Fe2O3-Fe3O4,180,950,900,Fe2O3,Fe3O4,12.9,12.9,12.9,3,5,84,406.9,3.485,19.7,0,0.364,1,5
