link,id,space_group_core,space_group_shell,core,shell,h_range_max_koe,chemical formula,Tb,TN,Tc,c1,c2,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t
doi.org/10.1007/s10948-017-4218-y,138,221,0,La1Fe1O3,0,20,LaFeO3,30,740,730,LaFeO3,0,49,49,49,1,10,,1125,,2120,0,35,1,8
doi.org/10.1007/s10948-017-4218-y,139,221,0,La1Fe1O3,0,20,LaFeO3,30,740,730,LaFeO3,0,64,64,64,1,10,,750,,800,0,0,1,8
doi.org/10.1007/s10948-016-3520-4,140,62,0,La1Fe1O3,0,10,LaFeO3,30,740,730,LaFeO3,0,37.86,37.86,37.86,1,300,0.0045,5275.5,0.0037,511.81,0,0,1,0
doi.org/10.1007/s10948-016-3520-4,141,62,0,La1Fe1O3,0,10,LaFeO3,30,740,730,LaFeO3,0,43,43,43,1,10,0.0047,1063.17,0.00225,1972,0,0.000145,1,0.8
doi.org/10.1103/PhysRevB.92.054416,142,225,227,Au1,Fe3O4,60,Au-Fe3O4,59,,858,Au,Fe3O4,11.9,11.9,11.9,1,2,,3257.5,,1814.6,0,0.626774,1,5
doi.org/10.1103/PhysRevB.92.054416,143,225,227,Au1,Fe3O4,60,Au-Fe3O4,59,,858,Au,Fe3O4,11.9,11.9,11.9,1,2,,,,1350,0,0.463974,1,5
doi.org/10.1103/PhysRevB.92.054416,144,225,227,Au1,Fe3O4,60,Au-Fe3O4,59,,858,Au,Fe3O4,10.5,10.5,10.5,1,100,,502.31,,502,0,0.77266,1,5
doi.org/10.1103/PhysRevB.92.054416,145,227,0,Fe3O4,0,60,Fe3O4,30,858,858,Fe3O4,0,9.8,9.8,9.8,1,200,,181,,181,0,1.3638,1,5
dx.doi.org/10.1063/1.4926424,146,227,0,Bi0.9Gd0.1Fe0.9Ti0.1O3,0,30,Bi0.9Gd0.1Fe0.9Ti0.1O3,,,250,Bi0.9Gd0.1Fe0.9Ti0.1O3,0,12,12,12,1,150,2.6,6000,0.8,79,0,0.006,1,6
doi.org/10.1039/d2ra04454d,147,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,89,89,89,1,2,29.4,6088.8,1,149.24,0,0,1,0.2
doi.org/10.1039/d2ra04454d,148,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,89,89,89,1,8,21.626,8899.6785,1.7,30.67,0,0,1,5
doi.org/10.1039/d2ra04454d,149,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,90,90,90,1,10,20.4,6342.6,2.536,402.9,0,0,1,5
doi.org/10.1039/d2ra04454d,150,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,89,89,89,1,50,13.44,2142.85,3.33,1877.782,0,0,1,5
doi.org/10.1039/d2ra04454d,151,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,89,89,89,1,75,10.1,2144.5,3.768,1877.782,0,0,1,5
doi.org/10.1039/d2ra04454d,152,62,0,Nd0.78Sr0.22CoO3,0,70,Nd0.78Sr0.22CoO3,,,,Nd0.78Sr0.22CoO3,0,89,89,89,1,100,8.6,1458.4,3.768,1711.4,0,0,1,5
doi.org/10.1007/s11051-019-4655-6,153,227,225,Fe3O4,Co1O1,45,Fe3O4-CoO,262,564,858,Fe3O4,CoO,6.74,6.74,6.74,1,5,,20800,,2800,0,0.0062,1,10
doi.org/10.1007/s11051-019-4655-6,154,227,225,Fe3O4,Co1O1,45,Fe3O4-CoO,262,564,858,Fe3O4,CoO,6.74,6.74,6.74,1,5,,17600,,2600,0,0.0062,1,10
doi.org/10.1002/ppsc.201800290,155,227,0,Co1Fe2O4,0,60,CoFe2O4,230,890,793,CoFe2O4,0,9.3,9.3,9.3,1,5,86.9,9460,48,0,1,0,1,0
doi.org/10.1002/ppsc.201800290,156,227,225,Co1Fe2O4,Co1O1,60,CoFe2O4-CoO,388,293,850,CoFe2O4,CoO,12.4,12.4,12.4,1,5,55.3,11900,30,0,1,0,1,0
doi.org/10.1002/ppsc.201800290,157,227,0,Co1Fe2O4,0,60,CoFe2O4,398,890,793,CoFe2O4,0,9.3,9.3,9.3,1,5,86.9,9470,48,0,1,0,1,7
doi.org/10.1002/ppsc.201800290,158,227,225,Co1Fe2O4,Co1O1,60,CoFe2O4-CoO,388,293,850,CoFe2O4,CoO,12.4,12.4,12.4,1,5,55.7,13950,39.1,3650,0,0,1,7
doi.org/10.1063/5.0008366,159,229,225,Fe1,Сu1O1,80,Cu0.98-Fe0.02O,130,464,,Fe,CuO,12.6,12.6,12.6,1,300,0.025,14,0.0003,0,1,0,1,0
doi.org/10.1063/5.0008366,160,229,225,Fe1,Сu1O1,80,Cu0.96-Fe0.04O,154,480,,Fe,CuO,7.9,7.9,7.9,1,300,0.172,17,0.0022,0,1,0,1,0
doi.org/10.1063/5.0008366,161,229,225,Fe1,Сu1O1,80,Cu0.98-Fe0.02O,130,464,,Fe,CuO,12.6,12.6,12.6,1,10,0.115,761,0.012,530.6,0,0.0124,1,3.01
doi.org/10.1063/5.0008366,162,229,225,Fe1,Сu1O1,80,Cu0.96-Fe0.04O,154,480,,Fe,CuO,7.9,7.9,7.9,1,10,0.344,995,0.082,906.4,0,0.0124,1,4.6
doi.org/10.1063/5.0008366,163,229,225,Fe1,Сu1O1,80,Cu0.98-Fe0.02O,130,464,,Fe,CuO,12.6,12.6,12.6,1,100,,91,0.0386,249,0,0,1,1
doi.org/10.1063/5.0008366,164,229,225,Fe1,Сu1O1,80,Cu0.96-Fe0.04O,154,480,,Fe,CuO,7.9,7.9,7.9,1,100,,25,0.132,94,0,0,1,0
doi.org/10.1063/5.0008366,165,229,225,Fe1,Сu1O1,80,Cu0.98-Fe0.02O,130,464,,Fe,CuO,12.6,12.6,12.6,1,5,,247,0.0193,1335,0,0.05734,1,5.5
doi.org/10.1063/5.0008366,166,229,225,Fe1,Сu1O1,80,Cu0.96-Fe0.04O,154,480,,Fe,CuO,7.9,7.9,7.9,1,5,,41,0.027,1318,0,0.05734,1,5.5
doi.org/10.3934/matersci.2022005,167,161,0,Fe2O3,0,40,Fe2O3,208,945,948,Fe2O3,0,17,17,17,3,30,,115.005,0.015,131,0,0.00027,1,0
doi.org/10.3934/matersci.2022005,168,161,0,Fe2O3,0,40,Fe2O3,208,945,948,Fe2O3,0,17,17,17,3,30,,125.23,0.002,165.23,0,0.00247,1,0
doi.org/10.3934/matersci.2022005,169,161,0,Fe2O3,0,40,Fe2O3,208,945,948,Fe2O3,0,17,17,17,3,100,,250,0.0038,1025,0,0.004428,1,2
doi.org/10.3934/matersci.2022005,170,161,0,Fe2O3,0,40,Fe2O3,208,945,948,Fe2O3,0,17,17,17,3,200,,579.15,0.0851,113.5,0,0,1,2
doi.org/10.1088/1742-6596/663/1/012001,171,225,0,NiO,SiO2,80,NiO,200,796,720,NiO,SG,4,4,4,1,5,5.8,2285.7,0.4,900,0,0.0107,1,8
doi.org/10.1088/1742-6596/663/1/012001,172,225,0,NiO,SiO2,80,NiO,200,796,720,NiO,SG,9,9,9,1,5,3.05,2857.1,0.413,2750,0,0.186,1,8
doi.org/10.1063/5.0015339,173,161,0,Bi1Fe1O3,0,20,BiFeO3,35,643,683,BiFeO3,0,20,20,20,1,300,1.5745,239.34,0.079,250,1,0.079,1,2
doi.org/10.1063/5.0015339,174,161,0,Bi1Fe1O3,0,20,BiFeO3,35,643,683,BiFeO3,0,30,30,30,1,300,1.585,1135.5,0.117,984.37,1,0.092,1,2
doi.org/10.1063/5.0015339,175,161,0,Bi1Fe1O3,0,20,BiFeO3,35,643,683,BiFeO3,0,40,40,40,1,300,1.1835,1041.71,0.119,677,0,0.047,1,2
doi.org/10.1080/14786435.2018.1528015,176,62,0,La0.85Sr0.15FeO3,0,15,La0.85Sr0.15FeO3,150,,555,La0.85Sr0.15FeO3,0,18.49,18.49,18.49,1,193,30,2812.5,17.71,812.5,0,0.006,0,0.06
doi.org/10.1103/PhysRevB.94.184410,177,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,122,569.343,34.375,124.14,0,12,1,1
doi.org/10.1103/PhysRevB.94.184410,178,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,116,583.34,32.07,123.24,0,6.25,1,1
doi.org/10.1103/PhysRevB.94.184410,179,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,105,626.8,32.9245,148.595,0,6.031,1,1
doi.org/10.1103/PhysRevB.94.184410,180,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,90.42,738.96,27.919,183.82,0,5.931,1,1
doi.org/10.1103/PhysRevB.94.184410,181,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,56.9,724.638,15.923,210.53,0,3.5,1,1
doi.org/10.1103/PhysRevB.94.184410,182,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,32,631.58,6.5,147.36,0,0.8,1,1
doi.org/10.1103/PhysRevB.94.184410,183,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,9.55,222,0.6875,36.6,0,0.1125,1,1
doi.org/10.1103/PhysRevB.94.184410,184,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,4.6,194.724,0.191,26.442,0,0.032,1,1
doi.org/10.1103/PhysRevB.94.184410,185,225,227,Co1,Co3O4,20,Co-Co3O4,,40,1388,Co,Co3O4,27,27,27,1,5,3,265,0.051,21.5,0,0.005,1,1
doi.org/10.1088/1674-1056/25/11/117502,186,141,0,Mn3O4,0,20,Mn3O4,10,43,45,Mn3O4,0,30,30,30,1,10,,1086,,1086,0,2.238,1,1
doi.org/10.1088/1674-1056/25/11/117502,187,141,0,Mn3O4,0,20,Mn3O4,10,43,45,Mn3O4,0,60,60,60,1,10,32,575,,575,0,2.319,1,1
doi.org/10.1088/1674-1056/25/11/117502,188,141,0,Mn3O4,0,20,Mn3O4,10,43,45,Mn3O4,0,90,90,90,1,10,,273,,273,0,2.339,1,1
doi.org/10.1002/adfm.201706957,189,227,225,Fe3O4,Co1O1,60,Fe3O4-CoO,180,293,858,Fe3O4,CoO,10.2,10.2,10.2,1,5,,2900,,1290,0,0.958574,1,7
doi.org/10.1002/adfm.201706957,190,227,225,Fe3O4,Co1O1,60,Fe3O4-CoO,180,293,858,Fe3O4,CoO,10.2,10.2,10.2,1,5,,7035,,3430,0,1.723,1,7
doi.org/10.1002/adfm.201706957,191,227,225,Fe3O4,Co1O1,60,Fe3O4-CoO,220,293,858,Fe3O4,CoO,10.2,10.2,10.2,1,5,33,11200,20.13,4020,0,0,1,7
doi.org/10.1002/adfm.201706957,192,227,225,Fe3O4,Co1O1,60,Fe3O4-CoO,220,293,858,Fe3O4,CoO,10.2,10.2,10.2,1,5,59,12700,37.76,5100,0,0,1,7
doi.org/10.3390/nano7030061,193,194,225,Co1,Co1O1,50,Co-CoO,180,293,1661,Co,CoO,6,6,6,1,10,,7619,,3773.58,0,3.8854,1,5
doi.org/10.3390/nano7030061,194,194,225,Co1,Co1O1,50,Co-CoO,180,293,1661,Co,CoO,6,6,6,1,10,,6415.09,,5283,0,1.732432,1,5
doi.org/10.3390/nano7030061,195,194,225,Co1,Co1O1,50,Co-CoO,180,293,1661,Co,CoO,6,6,6,1,10,,6037.7,,5283,0,1.732432,1,5
doi.org/10.1063/1.4997883,196,194,225,Co1,Co1O1,5,Co-CoO,190,293,1661,Co,CoO,15,15,15,1,5,40.36,543.7435,9.4,147.76,0,1.632,1,1
doi.org/10.1063/1.4997883,197,194,225,Co1,Co1O1,5,Co-CoO,190,293,1661,Co,CoO,15,15,15,1,5,38,546.7225,8.1,14.7,0,0.13,1,1
doi.org/10.1063/1.4997883,198,194,225,Co1,Co1O1,5,Co-CoO,190,293,1661,Co,CoO,15,15,15,1,5,38.8,561.497,8.16,177.297,1,2.0245,0,1
doi.org/10.1063/1.4997883,199,194,225,Co1,Co1O1,5,Co-CoO,214,293,1661,Co,CoO,45,45,45,1,5,4.5,241.85,1.432,54,0,0.354,1,1
doi.org/10.1063/1.4997883,200,194,225,Co1,Co1O1,5,Co-CoO,214,293,1661,Co,CoO,45,45,45,1,5,4.5,239.63,1.479,7.74,0,0.023,1,1
doi.org/10.1063/1.4997883,201,194,225,Co1,Co1O1,5,Co-CoO,214,293,1661,Co,CoO,45,45,45,1,5,4.5,241.8286,1.4195,65.56,1,0.255,0,1
doi.org/10.1063/1.4982893,202,161,0,La0.67Sr0.33MnO3,0,50,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,330,13.46,,2.214,0.0075,1,0,1,0
doi.org/10.1063/1.4982893,203,161,0,La0.67Sr0.33MnO3,0,50,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,300,17.17,,5.4,0.0075,1,0,1,0
doi.org/10.1063/1.4982893,204,161,0,La0.67Sr0.33MnO3,0,50,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,200,35.38,,19.45,1.1073,1,0,1,0
doi.org/10.1063/1.4982893,205,161,0,La0.67Sr0.33MnO3,0,50,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,5,56.312,,33.184,4.87,0,0,1,0
doi.org/10.1063/1.4982893,206,161,0,La0.67Sr0.33MnO3,0,44,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,4,,191.28,13.9,1.46,0,0,1,0.001
doi.org/10.1063/1.4982893,207,161,0,La0.67Sr0.33MnO3,0,44,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,4,,168.829,13.9,12.3,0,0,1,0.01
doi.org/10.1063/1.4982893,208,161,0,La0.67Sr0.33MnO3,0,44,La0.67Sr0.33MnO3,200,,380,La0.67Sr0.33MnO3,0,9.4,9.4,9.4,1,4,,198.97,15.658,25,0,1.579,1,0.1
doi.org/10.1007/s10853-023-08853-1,209,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,5.9,5.9,5.9,1,10,,100.2,0.1,2560,1,0.61,1,1
doi.org/10.1007/s10853-023-08853-1,210,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,11.6,11.6,11.6,1,10,,77.3,0.016,2120,1,0.52,1,1
doi.org/10.1007/s10853-023-08853-1,211,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,24.7,24.7,24.7,1,10,,64.5,0.002,180,1,0.08,1,1
doi.org/10.1007/s10853-023-08853-1,212,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,29.4,29.4,29.4,1,10,,61.9,0.01175,390,1,0.04,1,1
doi.org/10.1007/s10853-023-08853-1,213,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,34.9,34.9,34.9,1,10,,55.9,0.012,190,1,0.03,1,1
doi.org/10.1007/s10853-023-08853-1,214,225,0,Ni1O1,0,10,NiO,5,56,523,NiO,0,36.8,36.8,36.8,1,10,,49.8,0.012,110,1,0.01,1,1
doi.org/10.1063/1.4979919,215,225,141,Mn1O1,Mn3O4,20,MnO-Mn3O4,25,92,42,MnO,Mn3O4,17.2,17.2,17.2,1,10,,,,490,0,2.2676,1,5
doi.org/10.1063/1.4979919,216,225,141,Mn1O1,Mn3O4,20,MnO-Mn3O4,25,92,42,MnO,Mn3O4,25,25,25,1,10,,,,3600,0,35.3654,1,5
doi.org/10.3390/nano7120415,217,227,92,Fe3O4,Fe2O3,3,Fe3O4–Fe2O3,300,950,835,Fe3O4,Fe2O3,9,9,9,1,2,65.32,249,21.27,5,1,0,1,1
doi.org/10.3390/nano7120415,218,227,92,Fe3O4,Fe2O3,3,Fe3O4–Fe2O3,300,950,835,Fe3O4,Fe2O3,9,9,9,1,2,64.54,247,22.22,5,1,0,1,1
doi.org/10.3390/nano7120415,219,227,92,Fe3O4,Fe2O3,2,Fe3O4–Fe2O3,300,950,835,Fe3O4,Fe2O3,11,11,11,1,2,96,234,32.89,20,0,0,1,3
doi.org/10.3390/nano7120415,220,227,92,Fe3O4,Fe2O3,1,Fe3O4–Fe2O3,300,950,835,Fe3O4,Fe2O3,11,11,11,1,300,77.27,35,4.29,6,1,0,1,3
doi.org/10.1039/c8cp06659k,221,227,0,Co3O4,0,60,Co3O4,8.1,303,53,Co3O4,0,40,40,40,3,2,3.5,66.6,0.01026,0,1,0,1,0
doi.org/10.1039/c8cp06659k,222,227,0,Co3O4,0,60,Co3O4,8.1,303,53,Co3O4,0,35,35,35,3,2,3.5,134.375,0.01304,34.375,0,0,1,1
doi.org/10.1039/c8cp06659k,223,227,0,Co3O4,0,60,Co3O4,8.1,303,53,Co3O4,0,35,35,35,3,2,3.5,127,0.0217,40,1,0,1,1
doi.org/10.1080/00150193.2019.1652509,224,62,0,La1Fe1O3,0,20,LaFeO3,30,740,730,LaFeO3,0,24.87,24.87,24.87,1,300,0.22718,290,0.01331,100,0,0.004375,1,0
doi.org/10.1016/j.heliyon.2023.e22876,225,225,0,Ni1O1,0,80,NiO,5,56,35,NiO,0,22.2,22.2,22.2,1,2,5.32,3769,0.63,0,1,0,1,7
doi.org/10.1016/j.heliyon.2023.e22876,226,227,0,Ni0.99Fe0.01O1,0,80,Ni0.99Fe0.01O,250,796,,Ni0.99Fe0.01O1,0,19.7,19.7,19.7,1,2,,1922,0.09,284.892,0,0.0124,1,7
doi.org/10.1016/j.heliyon.2023.e22876,227,227,0,Ni0.98Fe0.02O1,0,80,Ni0.98Fe0.02O,250,796,,Ni0.98Fe0.02O1,0,18.6,18.6,18.6,1,2,1.368,2110,0.09,454.54,1,0,1,7
10.1016/j.heliyon.2023.e22876,228,227,0,Ni0.96Fe0.04O1,0,70,Ni0.96Fe0.04O,250,796,,Ni0.96Fe0.04O1,0,15.2,15.2,15.2,1,2,3.5,4354.1,0.53,0,1,0,1,7
doi.org/10.1016/j.heliyon.2023.e22876,229,227,0,Ni0.97Fe0.03O1,0,80,Ni0.97Fe0.03O,250,796,,Ni0.97Fe0.03O1,0,12.2,12.2,12.2,1,2,0.4,1657,0.02,1879,0,0.062,1,7
10.1063/1.5041017,230,164,225,Co1,Co1O1,40,Co-CoO,,293,1661,Co,CoO,16,16,16,1,5,100.6,1333,15.3,631.7,0,4.68,1,5
10.1063/1.5041017,231,164,225,Co1,Co1O1,40,Co-CoO,,293,1661,Co,CoO,200,200,200,1,5,76.1,523.8,4.68,456.2,0,2.7,1,5
10.1063/1.5041017,232,164,225,Co1,Co1O1,40,Co-CoO,,293,1661,Co,CoO,300,300,300,2,5,74.6,523.8,4.68,47.6,1,0.85,0,5
10.1007/s10948-017-4340-x,233,62,0,Ag0.5Cr2.5O4,0,25,Ag0.5Cr2.5O4,,,125,Ag0.5Cr2.5O4,0,93.1,39.5,0,6,300,0.31209,7.1935,0.0001,0,1,0,1,0
10.1007/s10948-017-4340-x,234,62,0,Ag0.5Cr2.5O4,0,25,Ag0.5Cr2.5O4,,,125,Ag0.5Cr2.5O4,0,93.1,39.5,0,6,200,0.56532,663.75,0.148,0,1,0.1875,0,2
10.1007/s10948-017-4340-x,235,62,0,Ag0.5Cr2.5O4,0,25,Ag0.5Cr2.5O4,,,125,Ag0.5Cr2.5O4,0,93.1,39.5,0,6,100,0.78491,1507,0.174,2173.9,0,0.125,0,2
10.1007/s10948-017-4340-x,236,160,0,AgCrO2,0,25,AgCrO2,30,21,125,AgCrO2,0,120.9,58.75,0,6,300,0.18978,32.093,0.0003,0,1,0,1,0
10.1007/s10948-017-4340-x,237,160,0,AgCrO2,0,25,AgCrO2,30,21,125,AgCrO2,0,120.9,58.75,0,6,200,0.31956,,0.006,0,1,0.125,0,2
10.1007/s10948-017-4340-x,238,160,0,AgCrO2,0,25,AgCrO2,30,21,125,AgCrO2,0,120.9,58.75,0,6,100,0.15146,3032.9,0.012,0,1,0.0479,0,2
10.1038/s41598-019-55649-y,239,227,0,Co1Fe2O4,0,60,CoFe2O4,230,890,793,CoFe2O4,0,37,37,37,1,300,77.6,860,39.3,0,1,0,1,0
10.1038/s41598-019-55649-y,240,227,225,Co1Fe2O4,Co1O1,60,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,300,76,620,22,0,1,0,1,0
10.1038/s41598-019-55649-y,241,227,225,Co1Fe2O4,Co1O1,15,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,5,88.8,2400,56.4,0,1,0,1,7
10.1038/s41598-019-55649-y,242,227,225,Co1Fe2O4,Co1O1,15,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,5,83.2,4300,48,280,0,0,1,7
10.1038/s41598-019-55649-y,243,227,225,Co1Fe2O4,Co1O1,50,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,5,80.7,4290,45.5,300,0,0,1,3
10.1038/s41598-019-55649-y,244,227,225,Co1Fe2O4,Co1O1,50,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,5,81,4240,45.4,300,0,0,1,5
10.1038/s41598-019-55649-y,245,227,225,Co1Fe2O4,Co1O1,50,CoFe2O4-CoO,360,293,850,CoFe2O4,CoO,27,27,27,1,5,83.8,4240,45.4,280,0,0,1,7
10.1039/C5RA24673C,246,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,16.6,16.6,16.6,1,25,,903,0.0283,45,1,0.001023,0,2
10.1039/C5RA24673C,247,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.6,16.6,16.6,1,25,,861.53,0.0316,48,0,0.00186,1,2
10.1039/C5RA24673C,248,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.7,16.7,16.7,1,50,,597.5,0.028228,52.5,0,,,2
10.1039/C5RA24673C,249,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.7,16.7,16.7,1,100,,376.5,0.02247,37.5,0,,,2
10.1039/C5RA24673C,250,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.7,16.7,16.7,1,200,,204,0.011407,27,0,,,2
10.1039/C5RA24673C,251,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.7,16.7,16.7,1,300,,79.5,0.00269,24.5,0,,,2
10.1039/C5RA24673C,252,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,25,,193,0.0111,24,1,0.00111,0,2
10.1039/C5RA24673C,253,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,25,,190,0.010925,21,0,0.0010185,1,2
10.1039/C5RA24673C,254,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,16.7,16.7,16.7,1,2,,903,0.032511,21,0,,0,2
10.1039/C5RA24673C,255,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,2,,197.5,0.010534,20.5,0,0.00997,1,2
10.1039/C5RA24673C,256,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,50,,201.5,0.011696,24.5,0,0.00668,1,2
10.1039/C5RA24673C,257,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,100,,259.5,0.015882,16.5,0,0.00922,1,2
10.1039/C5RA24673C,258,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,200,,152.5,0.01103,5.5,0,0.00578,1,2
10.1039/C5RA24673C,259,225,225,NiO,NiO,30,NiO-NiO,5,525,720,NiO,NiO,19.5,19.5,19.5,1,300,,43.5,0.001709,1.5,0,0.000065,1,2
10.1039/C5RA24673C,260,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,25,,75.47,0.0011625,10,1,0.0001875,1,2
10.1039/C5RA24673C,261,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,25,,71.7,0.00111,14,0,0.0003111,1,2
10.1039/C5RA24673C,262,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,2,,50,0.000831,3,0,0.0019,0,2
10.1039/C5RA24673C,263,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,50,,81.5,0.001297,11.5,0,0.00163,1,2
10.1039/C5RA24673C,264,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,100,,143,0.002142,24,0,0.00355,1,2
10.1039/C5RA24673C,265,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,200,,148,0.002414,22,0,0.00423,1,2
10.1039/C5RA24673C,266,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,29,29,29,1,300,,88.5,0.00151,32.5,0,0.00525,1,2
10.1039/C5RA24673C,267,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,25,,3.8,0.007775,1.5,0,0.00019818,0,2
10.1039/C5RA24673C,268,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,25,,3.8,0.005655,12,0,0.00019818,0,2
10.1039/C5RA24673C,269,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,2,,6.5,0.000056,15.5,0,0.000119,1,2
10.1039/C5RA24673C,270,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,50,,14,0.000135,11,0,0.000109,1,2
10.1039/C5RA24673C,271,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,100,,35,0.000104,11,0,0.000332,1,2
10.1039/C5RA24673C,272,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,200,,36,0.000075,7,0,0.000364,1,2
10.1039/C5RA24673C,273,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,31,31,31,1,300,,12,0.000089,2,1,0.00002,0,2
10.1039/C5RA24673C,274,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,25,,24528,0.00125,3,0,0.000208,0,2
10.1039/C5RA24673C,275,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,25,,16981,0.00009,3,1,0,1,2
10.1039/C5RA24673C,276,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,2,,8.5,0.000034,7.5,0,0.000031,0,2
10.1039/C5RA24673C,277,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,50,,17,0.000076,7,0,0.000035,0,2
10.1039/C5RA24673C,278,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,100,,21,0.000043,5,0,0.000014,0,2
10.1039/C5RA24673C,279,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,200,,18,0.000078,5,1,0.000025,1,2
