,c1,c2,c3,chemical_formula,coer_oe,crystal_structure,depth_nm,exc_bias_oe,fc_field_t,h_range_max_koe,id,length_d_nm,mr (emu/g),sat_em_g,shape,space_group_core,space_group_shell,structure,structure_,temperature_k,ver_shift_emu_g,width_nm,orig_c1,orig_c2,formula_combined
295,La1 Fe10 Bi9 O30,,,['Bi0.9La0.1FeO3'],593.4,orthorhombic,31.0,902.0,2.0,30.0,296,31.0,0.018367,0.375,sphere,pnma,0,Bi0.9La0.1FeO3,Bi0.9La0.1FeO3,60.0,-0.0102,31.0,Bi0.9La0.1FeO3,,La1 Fe10 Bi9 O30
296,Fe1 Bi1 O3,,,['BiFeO3'],391.3,trigonal,24.0,-173.9,2.0,30.0,297,24.0,0.0275,0.3698,sphere,r3c,0,BiFeO3,BiFeO3,60.0,0.00458,24.0,BiFeO3,,Fe1 Bi1 O3
297,La1 Fe10 Bi9 O30,,,['Bi0.9La0.1FeO3'],593.4,orthorhombic,31.0,-902.0,2.0,30.0,298,31.0,0.018367,0.408,sphere,pnma,0,Bi0.9La0.1FeO3,Bi0.9La0.1FeO3,60.0,0.0102,31.0,Bi0.9La0.1FeO3,,La1 Fe10 Bi9 O30
298,Nd1 Fe1 O3,,,['NdFeO3'],200.0,orthorhombic,39.0,-10.86,0.0,20.0,299,39.0,0.25,2.42,sphere,pnma,0,NdFeO3,NdFeO3,300.0,0.0,39.0,NdFeO3,,Nd1 Fe1 O3
299,Fe2 Co1 O4,,,['CoFe2O4'],,cubic,7.0,,1.0,10.0,300,7.0,,39.07,octahedral,fd-3m,0,CoFe2O4,CoFe2O4,5.0,,7.0,CoFe2O4,,Fe2 Co1 O4
300,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",1728.159,"cubic, cubic",14.0,21.84,3.0,10.0,301,14.0,45.8,,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,25.0,-0.7,14.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
301,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",17.45,"cubic, cubic",14.0,0.85,3.0,10.0,302,14.0,1.45,,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,300.0,0.09,14.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
302,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",2735.0,"cubic, cubic",13.0,0.0,0.0,10.0,303,13.0,58.33,77.96,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,5.0,0.0,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
303,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",2155.09,"cubic, cubic",13.0,-86.0,2.0,10.0,304,13.0,48.815,74.4,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,5.0,1.72,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
304,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",1928.8,"cubic, cubic",13.0,-10.8,2.0,10.0,305,13.0,46.985,74.6,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,25.0,2.26,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
305,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",1540.9285,"cubic, cubic",13.0,-10.7,2.0,10.0,306,13.0,43.4385,73.97,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,50.0,2.8,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
306,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",678.85,"cubic, cubic",13.0,-32.33,2.0,10.0,307,13.0,31.396,75.48,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,100.0,3.86,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
307,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",,"cubic, cubic",13.0,,2.0,10.0,308,13.0,,74.83,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,200.0,,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
308,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",,"cubic, cubic",13.0,,2.0,10.0,309,13.0,1.529,69.97,octahedral,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,300.0,,13.0,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
309,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",943.658,"cubic, cubic",18.2,-70.342,2.0,10.0,310,18.2,,45.1,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,5.0,3.835,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
310,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",957.76,"cubic, cubic",18.2,-85.63,2.0,10.0,311,18.2,,43.4,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,25.0,5.535,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
311,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",880.0,"cubic, cubic",18.2,-77.74,2.0,10.0,312,18.2,,40.0,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,50.0,4.255,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
312,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",408.44,"cubic, cubic",18.2,-112.875,2.0,10.0,313,18.2,,25.74,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,100.0,6.6,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
313,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",,"cubic, cubic",18.2,,2.0,10.0,314,18.2,,,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,200.0,,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
314,Fe2 Co1 O4,Fe3 O4,,"['CoFe2O4', 'Fe3O4']",935.0,"cubic, cubic",18.2,,2.0,10.0,315,18.2,,66.16,egg,fd-3m,fd-3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,300.0,,18.2,CoFe2O4,Fe3O4,Fe2 Co1 O4 Fe3 O4
315,Dy1 Ti1 Cr1 O5,,,['DyCrTiO5'],47.826,orthorhombic,37.0,-30.0,6.0,60.0,316,37.0,,,sphere,pbam,0,DyCrTiO5,DyCrTiO5,10.0,,37.0,DyCrTiO5,,Dy1 Ti1 Cr1 O5
316,Dy1 Ti1 Cr1 O5,,,['DyCrTiO5'],35.5,orthorhombic,37.0,-130.0,6.0,60.0,317,37.0,,,sphere,pbam,0,DyCrTiO5,DyCrTiO5,10.0,,37.0,DyCrTiO5,,Dy1 Ti1 Cr1 O5
317,Co1,Co1 O1,,"['Co', 'CoO']",1840.0,"cubic, cubic",28.98,-848.0,1.0,8.0,318,28.98,22.4,30.68,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,28.98,Co,CoO,Co1 Co1 O1
318,Co1,Co1 O1,,"['Co', 'CoO']",1793.0,"cubic, cubic",28.98,-800.0,1.0,8.0,319,28.98,9.75,27.55,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,28.98,Co,CoO,Co1 Co1 O1
319,Co1,Co1 O1,,"['Co', 'CoO']",1600.0,"cubic, cubic",28.98,-784.0,1.0,8.0,320,28.98,9.9,30.11,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,28.98,Co,CoO,Co1 Co1 O1
320,Co1,Co1 O1,,"['Co', 'CoO']",1520.0,"cubic, cubic",30.06,-720.0,1.0,8.0,321,30.06,9.629,33.06,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,30.06,Co,CoO,Co1 Co1 O1
321,Co1,Co1 O1,,"['Co', 'CoO']",1440.0,"cubic, cubic",30.06,-640.0,1.0,8.0,322,30.06,10.2439,35.4,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,30.06,Co,CoO,Co1 Co1 O1
322,Co1,Co1 O1,,"['Co', 'CoO']",1440.0,"cubic, cubic",30.06,-640.0,1.0,8.0,323,30.06,9.268,37.8,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,30.06,Co,CoO,Co1 Co1 O1
323,Co1,Co1 O1,,"['Co', 'CoO']",1360.0,"cubic, cubic",30.06,-480.0,1.0,8.0,324,30.06,10.3448,59.78,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,30.06,Co,CoO,Co1 Co1 O1
324,Co1,Co1 O1,,"['Co', 'CoO']",1191.0,"cubic, cubic",30.06,-473.0,1.0,8.0,325,30.06,17.78,112.416,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,0.0,30.06,Co,CoO,Co1 Co1 O1
325,Co1,Co1 O1,,"['Co', 'CoO']",1448.97,"cubic, cubic",30.06,-601.796,1.0,40.0,326,30.06,,37.17,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,5.0,,30.06,Co,CoO,Co1 Co1 O1
326,Co1,Co1 O1,,"['Co', 'CoO']",1443.868,"cubic, cubic",30.06,-433.7,1.0,40.0,327,30.06,,33.385,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,50.0,,30.06,Co,CoO,Co1 Co1 O1
327,Co1,Co1 O1,,"['Co', 'CoO']",1153.0,"cubic, cubic",30.06,-683.824,1.0,40.0,328,30.06,8.9,29.735,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,100.0,1.9,30.06,Co,CoO,Co1 Co1 O1
328,Co1,Co1 O1,,"['Co', 'CoO']",918.412,"cubic, cubic",30.06,-234.671,1.0,40.0,329,30.06,7.87,27.26,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,150.0,1.5,30.06,Co,CoO,Co1 Co1 O1
329,Co1,Co1 O1,,"['Co', 'CoO']",663.335,"cubic, cubic",30.06,-91.665,1.0,40.0,330,30.06,5.726,24.128,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,200.0,0.749,30.06,Co,CoO,Co1 Co1 O1
330,Co1,Co1 O1,,"['Co', 'CoO']",443.872,"cubic, cubic",30.06,-56.0,1.0,40.0,331,30.06,4.58,21.5,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,250.0,0.58,30.06,Co,CoO,Co1 Co1 O1
331,Co1,Co1 O1,,"['Co', 'CoO']",676.67,"cubic, cubic",30.06,-60.146,0.02,,332,30.06,,,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,,30.06,Co,CoO,Co1 Co1 O1
332,Co1,Co1 O1,,"['Co', 'CoO']",721.784,"cubic, cubic",30.06,-180.446,0.05,,333,30.06,,,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,,30.06,Co,CoO,Co1 Co1 O1
333,Co1,Co1 O1,,"['Co', 'CoO']",1030.184,"cubic, cubic",30.06,-533.957,0.5,,334,30.06,,,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,,30.06,Co,CoO,Co1 Co1 O1
334,Co1,Co1 O1,,"['Co', 'CoO']",1075.184,"cubic, cubic",30.06,-578.9,5.0,,335,30.06,,,sphere,fm-3m,fm-3m,Co/CoO,Co/CoO,4.0,,30.06,Co,CoO,Co1 Co1 O1
335,Gd1 Ti1 Cr1 O5,,,['GdCrTiO5'],260.4,orthorhombic,38.0,81.11,7.0,80.0,336,38.0,1.24,101.25,sphere,pbam,0,GdCrTiO5,GdCrTiO5,2.0,-0.44,38.0,GdCrTiO5,,Gd1 Ti1 Cr1 O5
336,Gd1 Ti1 Cr1 O5,,,['GdCrTiO5'],268.92,orthorhombic,38.0,79.292,7.0,80.0,337,38.0,0.56,80.0,sphere,pbam,0,GdCrTiO5,GdCrTiO5,10.0,-0.16,38.0,GdCrTiO5,,Gd1 Ti1 Cr1 O5
337,Gd1 Ti1 Cr1 O5,,,['GdCrTiO5'],234.4,orthorhombic,38.0,113.716,7.0,80.0,338,38.0,0.06,30.0,sphere,pbam,0,GdCrTiO5,GdCrTiO5,50.0,-0.12,38.0,GdCrTiO5,,Gd1 Ti1 Cr1 O5
338,Ni1 O1,Mn2 Co1 O4,,"['NiO', 'CoMn2O4']",577.7,"cubic, tetragonal",11.87,-871.02,0.01,25.0,339,11.87,0.49,3.295,sphere,fm-3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,5.0,0.677,11.87,NiO,CoMn2O4,Ni1 O1 Mn2 Co1 O4
339,Ni1 O1,Mn2 Co1 O4,,"['NiO', 'CoMn2O4']",3467.27,"cubic, tetragonal",20.65,-1480.01,0.01,25.0,340,20.65,0.59,1.278,sphere,fm-3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,5.0,0.156,20.65,NiO,CoMn2O4,Ni1 O1 Mn2 Co1 O4
340,Ni1 O1,Mn2 Co1 O4,,"['NiO', 'CoMn2O4']",229.74,"cubic, tetragonal",25.24,-159.24,0.01,25.0,341,25.24,0.3,2.26,sphere,fm-3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,5.0,0.115,25.24,NiO,CoMn2O4,Ni1 O1 Mn2 Co1 O4
341,Ni1 O1,Mn2 Co1 O4,,"['NiO', 'CoMn2O4']",2215.15,"cubic, tetragonal",26.22,-473.62,0.01,25.0,342,26.22,0.83,1.72,sphere,fm-3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,5.0,0.167,26.22,NiO,CoMn2O4,Ni1 O1 Mn2 Co1 O4
342,Fe2 O3,,,['Fe2O3'],919.2,cubic,12.2,50.0,0.0,80.0,343,12.2,,65.82,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,12.2,Fe2O3,,Fe2 O3
343,Fe2 O3,,,['Fe2O3'],821.583,cubic,10.0,50.0,0.0,80.0,344,10.0,,66.72,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,10.0,Fe2O3,,Fe2 O3
344,Fe2 O3,,,['Fe2O3'],681.9,cubic,8.8,50.0,0.0,80.0,345,8.8,,51.22,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,8.8,Fe2O3,,Fe2 O3
345,Fe2 O3,,,['Fe2O3'],620.483,cubic,11.1,50.0,0.0,80.0,346,11.1,,54.42,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,11.1,Fe2O3,,Fe2 O3
346,Fe2 O3,,,['Fe2O3'],751.664,cubic,13.8,50.0,0.0,80.0,347,13.8,,58.91,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,13.8,Fe2O3,,Fe2 O3
347,Fe2 O3,,,['Fe2O3'],771.36,cubic,11.7,50.0,0.0,80.0,348,11.7,,45.92,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,300.0,0.0,11.7,Fe2O3,,Fe2 O3
348,Fe2 O3,,,['Fe2O3'],1026.1,cubic,12.2,0.0,1.0,80.0,349,12.2,16.77,73.32,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,,12.2,Fe2O3,,Fe2 O3
349,Fe2 O3,,,['Fe2O3'],907.19,cubic,10.0,0.0,1.0,80.0,350,10.0,19.35,74.62,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,,10.0,Fe2O3,,Fe2 O3
350,Fe2 O3,,,['Fe2O3'],730.0,cubic,8.8,0.0,1.0,80.0,351,8.8,13.548,57.92,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,,8.8,Fe2O3,,Fe2 O3
351,Fe2 O3,,,['Fe2O3'],743.639,cubic,11.1,0.0,1.0,80.0,352,11.1,13.548,59.92,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,0.0,11.1,Fe2O3,,Fe2 O3
352,Fe2 O3,,,['Fe2O3'],873.49871,cubic,13.8,0.0,1.0,80.0,353,13.8,15.48,65.42,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,0.0,13.8,Fe2O3,,Fe2 O3
353,Fe2 O3,,,['Fe2O3'],702.13958,cubic,11.7,0.0,1.0,80.0,354,11.7,11.935,51.62,sphere,p4332,0,γ-Fe2O3,γ-Fe2O3,5.0,0.0,11.7,Fe2O3,,Fe2 O3
354,Ba1 Fe12 O19,Fe3 O4,,"['BaFe12O19', 'Fe3O4']",1045.0,"hexagonal, cubic",17.0,0.0,0.0,30.0,355,17.0,12.0,41.21,octahedral,p63mc,fd-3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,300.0,0.0,17.0,BaFe12O19,Fe3O4,Ba1 Fe12 O19 Fe3 O4
355,Ba1 Fe12 O19,Fe3 O4,,"['BaFe12O19', 'Fe3O4']",232.0,"hexagonal, cubic",13.0,0.0,0.0,30.0,356,13.0,3.2,28.28,octahedral,p63mc,fd-3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,300.0,0.0,13.0,BaFe12O19,Fe3O4,Ba1 Fe12 O19 Fe3 O4
356,Ba1 Fe12 O19,Fe3 O4,,"['BaFe12O19', 'Fe3O4']",1571.0,"hexagonal, cubic",17.0,-204.0,2.0,30.0,357,17.0,,,octahedral,p63mc,fd-3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,4.0,,17.0,BaFe12O19,Fe3O4,Ba1 Fe12 O19 Fe3 O4
357,Ba1 Fe12 O19,Fe3 O4,,"['BaFe12O19', 'Fe3O4']",974.0,"hexagonal, cubic",13.0,-254.0,2.0,30.0,358,13.0,0.1027,0.2087,octahedral,p63mc,fd-3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,4.0,0.0194,13.0,BaFe12O19,Fe3O4,Ba1 Fe12 O19 Fe3 O4
358,Fe3 O4,Ni1 O1,,"['Fe3O4', 'NiO']",95.69,"cubic, cubic",36.44,-329.43,,15.0,359,36.44,,49.5,sphere,fd-3m,fm-3m,Fe3O4@NiO,Fe3O4@NiO,60.0,0.0,36.44,Fe3O4,NiO,Fe3 O4 Ni1 O1
359,Ni1 O1,Fe3 O4,,"['NiO', 'Fe3O4']",145.18,"cubic, cubic",31.75,145.18,,15.0,360,31.75,,33.75,sphere,fm-3m,fd-3m,NiO@Fe3O4,NiO@Fe3O4,60.0,0.0,31.75,NiO,Fe3O4,Ni1 O1 Fe3 O4
360,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",12180.0,"cubic, cubic",8.0,-135.0,5.0,60.0,361,8.0,38.148,48.0,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,5.0,0.0,8.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
361,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",12110.0,"cubic, cubic",11.0,-161.0,5.0,60.0,362,11.0,12.592,16.5,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,5.0,0.0,11.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
362,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",12040.0,"cubic, cubic",12.0,-143.0,5.0,60.0,363,12.0,14.81,19.0,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,5.0,0.0,12.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
363,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",1150.0,"cubic, cubic",8.0,0.0,0.0,60.0,364,8.0,13.7,47.0,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,300.0,0.0,8.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
364,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",1160.0,"cubic, cubic",11.0,0.0,0.0,60.0,365,11.0,6.7,16.3,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,300.0,0.0,11.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
365,Fe2 Ni1 O4,Co1 O1,,"['NiFe2O4', 'CoO']",1160.0,"cubic, cubic",12.0,0.0,0.0,60.0,366,12.0,7.037,18.7,sphere,fd-3m,fm-3m,NiFe2O4/CoO,NiFe2O4/CoO,300.0,0.0,12.0,NiFe2O4,CoO,Fe2 Ni1 O4 Co1 O1
366,Co1,Co1 O1,,"['Co', 'CoO']",504.0,"hexagonal, cubic",800.0,-182.0,1.0,6.0,367,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
367,Co1,Co1 O1,,"['Co', 'CoO']",446.0,"hexagonal, cubic",800.0,-126.0,1.0,6.0,368,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
368,Co1,Co1 O1,,"['Co', 'CoO']",318.0,"hexagonal, cubic",800.0,-374.0,1.0,6.0,369,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
369,Co1,Co1 O1,,"['Co', 'CoO']",357.0,"hexagonal, cubic",800.0,-685.0,1.0,6.0,370,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
370,Co1,Co1 O1,,"['Co', 'CoO']",504.0,"hexagonal, cubic",800.0,-182.0,1.0,6.0,371,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
371,Co1,Co1 O1,,"['Co', 'CoO']",332.0,"hexagonal, cubic",800.0,-94.0,1.0,6.0,372,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
372,Co1,Co1 O1,,"['Co', 'CoO']",218.0,"hexagonal, cubic",800.0,-314.0,1.0,6.0,373,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
373,Co1,Co1 O1,,"['Co', 'CoO']",354.0,"hexagonal, cubic",800.0,-685.0,1.0,6.0,374,800.0,,,sphere,p63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.0,800.0,Co,CoO,Co1 Co1 O1
374,Cr2 Co1 O4,,,['CoCr2O4'],9130.43,cubic,30.0,-1304.348,3.5,80.0,375,30.0,2.3944,6.2,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,2.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
375,Cr2 Co1 O4,,,['CoCr2O4'],8478.26,cubic,30.0,1195.65,3.5,80.0,376,30.0,2.11,6.2,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,2.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
376,Cr2 Co1 O4,,,['CoCr2O4'],10000.0,cubic,30.0,-763.0,1.0,80.0,377,30.0,2.2456,5.79,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,2.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
377,Cr2 Co1 O4,,,['CoCr2O4'],9812.5,cubic,30.0,-506.0,1.0,80.0,378,30.0,2.175,5.75,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,8.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
378,Cr2 Co1 O4,,,['CoCr2O4'],9687.5,cubic,30.0,-379.0,1.0,80.0,379,30.0,2.175,5.75,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,10.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
379,Cr2 Co1 O4,,,['CoCr2O4'],8189.5,cubic,30.0,-340.5,1.0,80.0,380,30.0,2.133,6.0,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,15.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
380,Cr2 Co1 O4,,,['CoCr2O4'],7920.689,cubic,30.0,-178.869,1.0,80.0,381,30.0,2.1,5.979,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,20.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
381,Cr2 Co1 O4,,,['CoCr2O4'],7508.612,cubic,30.0,-124.743,1.0,80.0,382,30.0,2.0,6.2,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,25.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
382,Cr2 Co1 O4,,,['CoCr2O4'],7705.6475,cubic,30.0,-179.2,1.0,80.0,383,30.0,1.967,5.9,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,30.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
383,Cr2 Co1 O4,,,['CoCr2O4'],6289.9845,cubic,30.0,-18.0,1.0,80.0,384,30.0,2.3,6.151,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,40.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
384,Cr2 Co1 O4,,,['CoCr2O4'],3512.753,cubic,30.0,-108.706,1.0,80.0,385,30.0,2.994,7.6,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,60.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
385,Cr2 Co1 O4,,,['CoCr2O4'],1397.7685,cubic,30.0,-35.3685,1.0,80.0,386,30.0,3.0,8.0,hexagonal,fd-3m,0,CoCr2O4,CoCr2O4,80.0,0.0,30.0,CoCr2O4,,Cr2 Co1 O4
386,Fe1 Ni1,,,['FeNi'],121.0,tetragonal,21.0,0.0,0.0,30.0,387,21.0,7.2,83.0,sphere,p4/mmm,0,FeNi,FeNi,300.0,0.0,21.0,FeNi,,Fe1 Ni1
387,Fe1 Ni1,,,['FeNi'],127.0,tetragonal,21.0,0.0,0.0,30.0,388,21.0,7.8,96.0,sphere,p4/mmm,0,FeNi,FeNi,50.0,0.0,21.0,FeNi,,Fe1 Ni1
388,Fe1 Ni1,,,['FeNi'],141.0,tetragonal,21.0,14.0,3.0,30.0,389,21.0,8.4,96.0,sphere,p4/mmm,0,FeNi,FeNi,50.0,0.0,21.0,FeNi,,Fe1 Ni1
389,Mn1,Mn3 O4,,"['Mn', 'Mn3O4']",1484.0,"cubic, tetragonal",3.4,-1217.0,5.0,60.0,390,3.4,0.123,3.367,sphere,i-43m,i41/amd,α-Mn/Mn3O4,α-Mn/Mn3O4,5.0,0.0923,3.4,Mn,Mn3O4,Mn1 Mn3 O4
390,Mn1,Mn3 O4,,"['Mn', 'Mn3O4']",305.0,"cubic, tetragonal",6.3,-4408.0,5.0,50.0,391,6.3,0.173,3.585,sphere,i-43m,i41/amd,α-Mn/Mn3O4,α-Mn/Mn3O4,5.0,0.00456,6.3,Mn,Mn3O4,Mn1 Mn3 O4
391,Mn1,Mn3 O4,,"['Mn', 'Mn3O4']",1106.0,"cubic, tetragonal",5.24,-6350.0,5.0,60.0,392,5.24,0.11,2.159,sphere,i-43m,i41/amd,α-Mn/Mn3O4,α-Mn/Mn3O4,5.0,0.2596,5.24,Mn,Mn3O4,Mn1 Mn3 O4
