,volume,area,c1,c2,c3,chemical_formula,crystal_structure,z,id,space_group_shell,formula_combined,coer_oe,exc_bias_oe,fc_field_t,h_range_max_koe,y,mr (emu/g),sat_em_g,shape,space_group_core,temperature_k,ver_shift_emu_g,x,mass_ratio,sphericity,max/min,exc_dir,ver_s_dir
182,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,183,227,Co4 O4,222.0,36.60000000000002,1.0,20.0,27.0,0.6875,9.55,1.0,225.0,5.0,0.1125,27.0,70,1.0000002815547797,1,0,1
183,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,184,227,Co4 O4,194.72400000000016,26.442000000000007,1.0,20.0,27.0,0.1909999999999989,4.600000000000001,1.0,225.0,5.0,0.032,27.0,70,1.0000002815547797,1,0,1
184,82447.88796,9160.87644,Co1,Co3 O4,,"['Co', 'Co3O4']",7,27.0,185,227,Co4 O4,265.0,21.5,1.0,20.0,27.0,0.0509999999999983,3.0,1.0,225.0,5.0,0.0049999999999998,27.0,70,1.0000002815547797,1,0,1
185,113097.23999999999,11309.724,Mn3 O4,,,['Mn3O4'],21,30.0,186,0,Mn3 O4,1086.0,1086.0,1.0,20.0,30.0,10.2571,46.00596,1.0,141.0,10.0,2.238,30.0,61,1.00000028155478,1,0,1
186,904777.9199999999,45238.896,Mn3 O4,,,['Mn3O4'],21,60.0,187,0,Mn3 O4,574.9999999999998,575.0,1.0,20.0,60.0,17.0812,32.0,1.0,141.0,10.0,2.319,60.0,61,1.0000002815547797,1,0,1
187,3053625.4799999995,101787.516,Mn3 O4,,,['Mn3O4'],21,90.0,188,0,Mn3 O4,273.0,273.0,1.0,20.0,90.0,10.2571,44.9449,1.0,141.0,10.0,2.339,90.0,61,1.0000002815547795,1,0,1
188,4445.1739209600055,1307.4040944000012,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,10.2,189,225,Fe3 Co1 O5,2900.0,1290.0,7.0,60.0,10.199999999999996,10.9126,27.7327,1.0,227.0,5.0,0.958574,10.200000000000005,48,1.00000028155478,1,0,1
189,4445.1739209600055,1307.4040944000012,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,10.2,190,225,Fe3 Co1 O5,7035.0,3430.0,7.0,60.0,10.199999999999996,19.6108,33.6393,1.0,227.0,5.0,1.723,10.200000000000005,48,1.00000028155478,1,0,1
190,4445.1739209600055,1307.4040944000012,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,10.2,191,225,Fe3 Co1 O5,11200.0,4020.0,7.0,60.0,10.199999999999996,20.13,33.0,1.0,227.0,5.0,0.0,10.200000000000005,48,1.00000028155478,1,0,1
191,4445.1739209600055,1307.4040944000012,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7,10.2,192,225,Fe3 Co1 O5,12700.0,5100.0,7.0,60.0,10.199999999999996,37.76,59.0,1.0,227.0,5.0,0.0,10.200000000000005,48,1.00000028155478,1,0,1
192,904.7779199999999,452.38896,Co1,Co1 O1,,"['Co', 'CoO']",15,6.0,193,225,Co2 O1,7619.0,3773.58,5.0,50.0,6.0,40.7799,65.7824,1.0,194.0,10.0,3.8854,6.0,74,1.0000002815547802,1,0,1
193,904.7779199999999,452.38896,Co1,Co1 O1,,"['Co', 'CoO']",15,6.0,194,225,Co2 O1,6415.09,5283.0,5.0,50.0,6.0,20.8794,35.6712,1.0,194.0,10.0,1.7324320000000002,6.0,74,1.0000002815547802,1,0,1
194,904.7779199999999,452.38896,Co1,Co1 O1,,"['Co', 'CoO']",15,6.0,195,225,Co2 O1,6037.7,5283.0,5.0,50.0,6.0,20.8794,35.6712,1.0,194.0,10.0,1.7324320000000002,6.0,74,1.0000002815547802,1,0,1
195,14137.154999999999,2827.431,Co1,Co1 O1,,"['Co', 'CoO']",15,15.0,196,225,Co2 O1,543.7434999999998,147.76,1.0,5.0,15.0,9.4,40.36,1.0,194.0,5.0,1.632,15.0,74,1.00000028155478,1,0,1
196,14137.154999999999,2827.431,Co1,Co1 O1,,"['Co', 'CoO']",15,15.0,197,225,Co2 O1,546.7224999999999,14.700000000000044,1.0,5.0,15.0,8.1,38.0,1.0,194.0,5.0,0.1299999999999999,15.0,74,1.00000028155478,1,0,1
197,14137.154999999999,2827.431,Co1,Co1 O1,,"['Co', 'CoO']",15,15.0,198,225,Co2 O1,561.4970000000001,177.29700000000005,1.0,5.0,15.0,8.16,38.8,1.0,194.0,5.0,2.0245,15.0,74,1.00000028155478,1,1,0
198,381703.18499999994,25446.879,Co1,Co1 O1,,"['Co', 'CoO']",15,45.0,199,225,Co2 O1,241.8499999999999,54.0,1.0,5.0,45.0,1.4320000000000004,4.5,1.0,194.0,5.0,0.3540000000000001,45.0,74,1.0000002815547795,1,0,1
199,381703.18499999994,25446.879,Co1,Co1 O1,,"['Co', 'CoO']",15,45.0,200,225,Co2 O1,239.6300000000001,7.740000000000009,1.0,5.0,45.0,1.4789999999999992,4.5,1.0,194.0,5.0,0.0229999999999996,45.0,74,1.0000002815547795,1,0,1
200,381703.18499999994,25446.879,Co1,Co1 O1,,"['Co', 'CoO']",15,45.0,201,225,Co2 O1,241.82859999999985,65.56000000000006,1.0,5.0,45.0,1.419499999999999,4.5,1.0,194.0,5.0,0.2549999999999999,45.0,74,1.0000002815547795,1,1,0
201,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,202,0,Sr33 La67 Mn100 O300,580.7197999999996,0.0074999999999363,0.0,50.0,9.4,2.2140000000000004,13.46,1.0,161.0,329.99999999999994,0.0,9.4,17,1.00000028155478,1,1,1
202,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,203,0,Sr33 La67 Mn100 O300,580.7197999999996,0.0074999999999363,0.0,50.0,9.4,5.4,17.17,1.0,161.0,300.0,0.0,9.4,17,1.00000028155478,1,1,1
203,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,204,0,Sr33 La67 Mn100 O300,210.14339999999996,1.1073000000000093,0.0,50.0,9.4,19.45,35.38,1.0,161.0,200.0,0.0,9.4,17,1.00000028155478,1,1,1
204,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,205,0,Sr33 La67 Mn100 O300,284.6918000000005,4.870000000000118,0.0,50.0,9.4,33.184,56.312,1.0,161.0,5.0,0.0,9.4,17,1.00000028155478,1,0,1
205,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,206,0,Sr33 La67 Mn100 O300,191.2800000000002,1.4600000000000364,0.0009999999999998,44.0,9.4,13.9,42.0254,1.0,161.0,4.0,0.0,9.4,17,1.00000028155478,1,0,1
206,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,207,0,Sr33 La67 Mn100 O300,168.82900000000018,12.299999999999956,0.0099999999999997,44.0,9.4,13.9,42.0254,1.0,161.0,4.0,0.0,9.4,17,1.00000028155478,1,0,1
207,3479.1391847466666,1110.3635696000001,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],24,9.4,208,0,Sr33 La67 Mn100 O300,198.9699999999998,25.0,0.1,44.0,9.4,15.658,42.0254,1.0,161.0,4.0,1.579,9.4,17,1.00000028155478,1,0,1
208,860.2888168133326,437.43499159999976,Ni1 O1,,,['NiO'],3,5.9,209,0,Ni1 O1,100.19999999999982,2560.0,1.0,10.0,5.900000000000006,0.1000000000000014,58.838,1.0,225.0,10.0,0.61,5.899999999999999,69,1.0000002815547802,1,1,1
209,6538.260352853333,1690.9294016,Ni1 O1,,,['NiO'],3,11.6,210,0,Ni1 O1,77.30000000000018,2120.0,1.0,10.0,11.6,0.0159999999999982,63.986,1.0,225.0,10.0,0.52,11.6,69,1.00000028155478,1,1,1
210,63121.760379426654,7666.610572399999,Ni1 O1,,,['NiO'],3,24.7,211,0,Ni1 O1,64.5,180.0,1.0,10.0,24.7,0.0019999999999988,32.54,1.0,225.0,10.0,0.08,24.7,69,1.00000028155478,1,1,1
211,106446.21751007998,10861.8589296,Ni1 O1,,,['NiO'],3,29.4,212,0,Ni1 O1,61.90000000000009,390.0,1.0,10.0,29.4,0.0117499999999992,32.54,1.0,225.0,10.0,0.04,29.4,69,1.0000002815547797,1,1,1
212,178059.2432705466,15305.9521436,Ni1 O1,,,['NiO'],3,34.9,213,0,Ni1 O1,55.90000000000009,190.0,1.0,10.0,34.900000000000006,0.0120000000000004,32.54,1.0,225.0,10.0,0.03,34.9,69,1.0000002815547795,1,1,1
213,208752.5063611733,17017.867366399998,Ni1 O1,,,['NiO'],3,36.8,214,0,Ni1 O1,49.80000000000018,110.0,1.0,10.0,36.8,0.0120000000000004,21.98,1.0,225.0,10.0,0.0099999999999997,36.8,69,1.0000002815547797,1,1,1
214,21314.423136426663,3717.6319423999994,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']",3,17.2,215,141,Mn4 O5,2619.5748,490.0,5.0,20.0,17.199999999999996,33.9266,58.236,1.0,225.0,10.0,2.2676000000000003,17.2,63,1.0000002815547802,1,0,1
215,65449.79166666666,7853.974999999999,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']",7,25.0,216,141,Mn4 O5,3112.36,3600.0,5.0,20.0,25.0,62.6463,126.78000000000002,1.0,225.0,10.0,35.3654,25.0,63,1.00000028155478,1,0,1
216,3053.6254799999997,1017.8751599999999,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",12,9.0,217,92,Fe5 O7,249.0,5.0,1.0,3.0,9.000000000000007,21.27,65.32,1.0,227.0,2.0,0.0,9.0,60,1.00000028155478,1,1,1
217,3053.6254799999997,1017.8751599999999,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",12,9.0,218,92,Fe5 O7,247.0,5.0,1.0,3.0,9.000000000000007,22.22,64.54,1.0,227.0,2.0,0.0,9.0,60,1.00000028155478,1,1,1
218,5575.275053333333,1520.52956,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",12,11.0,219,92,Fe5 O7,234.0,20.0,3.0,2.0,11.0,32.89,96.0,1.0,227.0,2.0,0.0,11.0,60,1.0000002815547802,1,0,1
219,5575.275053333333,1520.52956,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",12,11.0,220,92,Fe5 O7,35.0,6.0,3.0,1.0,11.0,4.289999999999999,77.27,1.0,227.0,300.0,0.0,11.0,60,1.0000002815547802,1,1,1
220,64000.0,9600.0,Co3 O4,,,['Co3O4'],4,40.0,221,0,Co3 O4,66.59999999999991,0.0,0.0,60.0,40.0,0.0102599999999988,3.5,3.0,227.0,2.0,0.0,40.0,64,0.8059959770082344,1,1,1
221,42875.0,7350.0,Co3 O4,,,['Co3O4'],4,35.0,222,0,Co3 O4,134.375,34.375,1.0,60.0,35.0,0.0130400000000001,3.5,3.0,227.0,2.0,0.0,35.0,64,0.8059959770082344,1,0,1
222,42875.0,7350.0,Co3 O4,,,['Co3O4'],4,35.0,223,0,Co3 O4,127.0,40.0,1.0,60.0,35.0,0.0216999999999991,3.5,3.0,227.0,2.0,0.0,35.0,64,0.8059959770082344,1,1,1
223,64434.07500100236,7772.506031484001,La1 Fe1 O3,,,['LaFeO3'],19,24.87,224,0,La1 Fe1 O3,290.0,100.0,0.0,20.0,24.87,0.0133100000000005,0.227179999999997,1.0,62.0,300.0,0.004375,24.87,51,1.00000028155478,1,0,1
224,45829.71598175999,6193.204862399999,Ni1 O1,,,['NiO'],3,22.2,225,0,Ni1 O1,3769.0,0.0,7.0,80.0,22.2,0.6300000000000008,5.320000000000004,1.0,225.0,2.0,0.0,22.2,69,1.0000002815547797,1,1,1
225,32024.83648409333,4876.8786524,Fe1 Ni99 O100,,,['Ni0.99Fe0.01O'],3,19.7,226,0,Fe1 Ni99 O100,1922.0,284.89200000000005,7.0,80.0,19.700000000000003,0.0899999999999998,1.804400000000001,1.0,227.0,2.0,0.0124000000000001,19.7,0,1.00000028155478,1,0,1
226,26954.239014720002,4347.4579056,Fe1 Ni49 O50,,,['Ni0.98Fe0.02O'],3,18.6,227,0,Fe1 Ni49 O50,2110.0,454.5400000000001,7.0,80.0,18.6,0.0899999999999998,1.368000000000002,1.0,227.0,2.0,0.0,18.6,3,1.00000028155478,1,1,1
227,14710.214526293345,2903.331814400002,Fe1 Ni24 O25,,,['Ni0.96Fe0.04O'],3,15.2,228,0,Fe1 Ni24 O25,4354.1,0.0,7.0,70.0,15.199999999999996,0.5299999999999994,3.5,1.0,227.0,2.0,0.0,15.200000000000005,5,1.0000002815547797,1,1,1
228,7606.199891093341,1870.3770224000014,Fe3 Ni97 O100,,,['Ni0.97Fe0.03O'],3,12.2,229,0,Fe3 Ni97 O100,1657.0,1879.0,7.0,80.0,12.199999999999989,0.0199999999999995,0.3999999999999986,1.0,227.0,2.0,0.062,12.200000000000005,4,1.0000002815547797,1,0,1
229,17157.270186666665,3216.98816,Co1,Co1 O1,,"['Co', 'CoO']",15,16.0,230,225,Co2 O1,1333.0,631.7,5.0,40.0,16.0,15.3,100.6,1.0,164.0,5.0,4.68,16.0,74,1.00000028155478,1,0,1
230,33510293.33333333,502654.39999999997,Co1,Co1 O1,,"['Co', 'CoO']",15,200.0,231,225,Co2 O1,523.7999999999997,456.2,5.0,40.0,200.0,4.679999999999998,76.1,1.0,164.0,5.0,2.7,200.0,74,1.0000002815547795,1,0,1
231,72000000.0,1620000.0,Co1,Co1 O1,,"['Co', 'CoO']",15,300.0,232,225,Co2 O1,523.7999999999997,47.60000000000002,5.0,40.0,300.00000000000006,4.679999999999998,74.6,2.0,164.0,5.0,0.8500000000000001,300.0,74,0.5166432673376112,1,1,0
232,228172.54287362497,198416.9925,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],19,0.0,233,0,Cr5 Ag1 O8,7.193499999999858,0.0,0.0,25.0,93.1,9.999999999976694e-05,0.3120899999999977,6.0,62.0,300.0,0.0,39.5,47,0.0910082681989735,0,1,1
233,228172.54287362497,198416.9925,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],19,0.0,234,0,Cr5 Ag1 O8,663.75,0.0,2.0,25.0,93.1,0.1479999999999997,0.5653199999999998,6.0,62.0,200.0,0.1874999999999997,39.5,47,0.0910082681989735,0,1,0
234,228172.54287362497,198416.9925,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],19,0.0,235,0,Cr5 Ag1 O8,1507.0,2173.9,2.0,25.0,93.1,0.1739999999999995,0.7849099999999964,6.0,62.0,100.0,0.1249999999999997,39.5,47,0.0910082681989735,0,0,0
235,655483.1814679689,647564.8984375,Cr1 Ag1 O2,,,['AgCrO2'],24,0.0,236,0,Cr1 Ag1 O2,32.09299999999985,0.0,0.0,25.0,120.9,0.0002999999999993,0.1897799999999989,6.0,160.0,300.0,0.0,58.75,27,0.056351895233438316,0,1,1
236,655483.1814679689,647564.8984375,Cr1 Ag1 O2,,,['AgCrO2'],24,0.0,237,0,Cr1 Ag1 O2,0.0,0.0,2.0,25.0,120.9,0.0060000000000002,0.3195600000000027,6.0,160.0,200.0,0.1249999999999997,58.75,27,0.056351895233438316,0,1,0
237,655483.1814679689,647564.8984375,Cr1 Ag1 O2,,,['AgCrO2'],24,0.0,238,0,Cr1 Ag1 O2,3032.9,0.0,2.0,25.0,120.9,0.0120000000000004,0.1514600000000001,6.0,160.0,100.0,0.0479,58.75,27,0.056351895233438316,0,1,0
238,212174.61102666665,17203.34684,Fe2 Co1 O4,,,['CoFe2O4'],3,37.0,239,0,Fe2 Co1 O4,860.0,0.0,0.0,60.0,37.0,39.3,77.6,1.0,227.0,300.0,0.0,37.0,39,1.00000028155478,1,1,1
239,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,240,225,Fe2 Co2 O5,620.0,0.0,0.0,60.0,27.0,22.0,76.0,1.0,227.0,300.0,0.0,27.0,32,1.0000002815547797,1,1,1
240,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,241,225,Fe2 Co2 O5,2400.0,0.0,7.0,15.0,27.0,56.39999999999999,88.8,1.0,227.0,5.0,0.0,27.0,32,1.0000002815547797,1,1,1
241,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,242,225,Fe2 Co2 O5,4300.0,280.0,7.0,15.0,27.0,48.0,83.20000000000002,1.0,227.0,5.0,0.0,27.0,32,1.0000002815547797,1,0,1
242,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,243,225,Fe2 Co2 O5,4290.0,300.0,3.0,50.0,27.0,45.5,80.70000000000002,1.0,227.0,5.0,0.0,27.0,32,1.0000002815547797,1,0,1
243,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,244,225,Fe2 Co2 O5,4240.0,300.0,5.0,50.0,27.0,45.4,81.0,1.0,227.0,5.0,0.0,27.0,32,1.0000002815547797,1,0,1
244,82447.88796,9160.87644,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",7,27.0,245,225,Fe2 Co2 O5,4240.0,280.0,7.0,50.0,27.0,45.4,83.8,1.0,227.0,5.0,0.0,27.0,32,1.0000002815547797,1,0,1
245,19160.750094186656,3462.786161599999,Ni1 O1,,,['NiO'],3,16.6,246,0,Ni1 O1,769.23,45.0,2.0,1.0,16.599999999999994,0.0283000000000015,17.8,1.0,225.0,25.0,0.0010229999999999,16.599999999999998,69,1.0000002815547797,1,1,0
246,19160.750094186656,3462.786161599999,Ni1 O1,,,['NiO'],3,16.6,247,0,Ni1 O1,861.53,48.0,2.0,1.0,16.599999999999994,0.0316000000000009,17.8,1.0,225.0,25.0,0.0018599999999999,16.599999999999998,69,1.0000002815547797,1,0,1
247,31059.329534999997,4778.358389999999,Ni1 O1,,,['NiO'],3,19.5,248,0,Ni1 O1,193.0,24.0,2.0,0.2999999999999971,19.5,0.011099999999999,17.8,1.0,225.0,25.0,0.0011099999999999,19.5,69,1.00000028155478,1,1,0
248,31059.329534999997,4778.358389999999,Ni1 O1,,,['NiO'],3,19.5,249,0,Ni1 O1,190.0,21.0,2.0,0.2999999999999971,19.5,0.0109250000000002,17.8,1.0,225.0,25.0,0.0010185,19.5,69,1.00000028155478,1,0,1
249,102160.31801333332,10568.30876,Ni1 O1,,,['NiO'],3,29.0,250,0,Ni1 O1,75.4699999999998,10.0,2.0,0.2000000000000028,29.0,0.0011624999999995,17.8,1.0,225.0,25.0,0.0001875,29.0,69,1.0000002815547797,1,1,0
250,102160.31801333332,10568.30876,Ni1 O1,,,['NiO'],3,29.0,251,0,Ni1 O1,71.69999999999982,14.0,2.0,0.2000000000000028,29.0,0.0011100000000006,17.8,1.0,225.0,25.0,0.0003111,29.0,69,1.0000002815547797,1,0,1
251,124788.14358666666,12076.27196,Ni1 O1,,,['NiO'],3,31.0,252,0,Ni1 O1,3.800000000000182,1.5,2.0,0.2000000000000028,31.0,7.775000000265209e-06,17.8,1.0,225.0,25.0,0.0001981800000003,31.0,69,1.0000002815547797,1,0,0
252,124788.14358666666,12076.27196,Ni1 O1,,,['NiO'],3,31.0,253,0,Ni1 O1,3.800000000000182,12.0,2.0,0.2000000000000028,31.0,5.654999998938592e-06,17.8,1.0,225.0,25.0,0.0001981800000003,31.0,69,1.0000002815547797,1,0,0
253,659583.10368,36643.50576,Ni1 O1,,,['NiO'],3,54.0,254,0,Ni1 O1,24528.0,3.0,2.0,0.2000000000000028,54.0,0.0012499999999988,50.0424,1.0,225.0,25.0,0.0002079999999999,54.0,69,1.0000002815547797,1,0,0
254,659583.10368,36643.50576,Ni1 O1,,,['NiO'],3,54.0,255,0,Ni1 O1,16981.0,3.0,2.0,0.2000000000000028,54.0,9.000000000014552e-05,43.64,1.0,225.0,25.0,0.0,54.0,69,1.0000002815547797,1,1,1
255,13579.175105706654,2752.535494399998,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",7,14.8,256,227,Fe2 Co1 Ni1 O5,7412.0,168.0,0.0049999999999998,25.0,14.800000000000004,19.8,24.6,1.0,227.0,5.0,0.0,14.799999999999995,33,1.0000002815547802,1,0,1
256,24838.420037586682,4116.865199600003,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",7,18.1,257,227,Fe2 Co1 Ni1 O5,6052.0,520.0,0.0049999999999998,25.0,18.1,9.1,10.4,1.0,227.0,5.0,0.0,18.100000000000005,33,1.00000028155478,1,0,1
257,8181.223958333332,1963.4937499999999,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",7,12.5,258,227,Fe2 Co1 Ni1 O5,9624.0,632.0,0.0049999999999998,25.0,12.5,7.9,8.3,1.0,227.0,5.0,0.0,12.5,33,1.00000028155478,1,0,1
258,33.51029333333333,50.26544,Ni1 O1,,,['NiO'],3,2.0,259,0,Ni1 O1,0.2699999999999818,0.0,0.0,80.0,2.0,1.8000000000000007,53.0,1.0,225.0,2.0,0.0,2.0,69,1.0000002815547802,1,1,1
259,33.51029333333333,50.26544,Ni1 O1,,,['NiO'],3,2.0,260,0,Ni1 O1,275.8600000000001,0.0,0.0,80.0,2.0,1.3499999999999996,50.86,1.0,225.0,5.0,0.0,2.0,69,1.0000002815547802,1,1,1
260,33.51029333333333,50.26544,Ni1 O1,,,['NiO'],3,2.0,261,0,Ni1 O1,275.8600000000001,0.0,0.0,80.0,2.0,1.3499999999999996,66.0,1.0,225.0,5.0,0.0,2.0,69,1.0000002815547802,1,1,1
261,268.08234666666664,201.06176,Ni1 O1,,,['NiO'],3,4.0,262,0,Ni1 O1,2.039999999999964,0.0,0.0,80.0,4.0,0.3000000000000007,5.880000000000003,1.0,225.0,2.0,0.0,4.0,69,1.0000002815547802,1,1,1
262,268.08234666666664,201.06176,Ni1 O1,,,['NiO'],3,4.0,263,0,Ni1 O1,0.6799999999998363,0.0,0.0,80.0,4.0,0.0899999999999998,5.68,1.0,225.0,20.000000000000007,0.0,4.0,69,1.0000002815547802,1,1,1
263,268.08234666666664,201.06176,Ni1 O1,,,['NiO'],3,4.0,264,0,Ni1 O1,2482.75,827.586,8.0,80.0,4.0,0.2950000000000017,5.7400000000000055,1.0,225.0,5.0,0.1100000000000001,4.0,69,1.0000002815547802,1,0,1
264,268.08234666666664,201.06176,Ni1 O1,,,['NiO'],3,4.0,265,0,Ni1 O1,2344.83,0.0,8.0,80.0,4.0,0.3410000000000011,5.670000000000002,1.0,225.0,5.0,0.0,4.0,69,1.0000002815547802,1,1,1
265,904.7779199999999,452.38896,Ni1 O1,,,['NiO'],3,6.0,266,0,Ni1 O1,2711.86,1355.93,8.0,80.0,6.0,0.1999999999999993,4.600000000000001,1.0,225.0,5.0,0.104,6.0,69,1.0000002815547802,1,0,1
266,904.7779199999999,452.38896,Ni1 O1,,,['NiO'],3,6.0,267,0,Ni1 O1,2305.0,0.0,8.0,80.0,6.0,0.1600000000000001,4.530000000000005,1.0,225.0,5.0,0.0,6.0,69,1.0000002815547802,1,1,1
267,1436.7538266666666,615.75164,Ni1 O1,,,['NiO'],3,7.0,268,0,Ni1 O1,3172.4,2068.9,8.0,80.0,7.0,0.2079999999999984,4.049999999999997,1.0,225.0,5.0,0.1171875,7.0,69,1.00000028155478,1,1,1
268,1436.7538266666666,615.75164,Ni1 O1,,,['NiO'],3,7.0,269,0,Ni1 O1,1724.13,0.0,8.0,80.0,7.0,0.1430000000000006,3.82,1.0,225.0,5.0,0.0,7.0,69,1.00000028155478,1,1,1
269,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,270,0,Ni1 O1,1.1300000000001091,0.0,0.0,80.0,9.000000000000007,0.120000000000001,2.9399999999999977,1.0,225.0,2.0,0.0,9.0,69,1.00000028155478,1,1,1
270,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,271,0,Ni1 O1,0.8000000000001819,0.0,0.0,80.0,9.000000000000007,0.0700000000000002,2.530000000000001,1.0,225.0,20.000000000000007,0.0,9.0,69,1.00000028155478,1,1,1
271,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,272,0,Ni1 O1,0.1100000000001273,0.0,0.0,80.0,9.000000000000007,0.0100000000000015,1.4690000000000012,1.0,225.0,140.0,0.0,9.0,69,1.00000028155478,1,1,1
272,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,273,0,Ni1 O1,2847.4576,2847.4576,8.0,80.0,9.000000000000007,0.2089551999999983,3.2340000000000018,1.0,225.0,5.0,0.2089552000000001,9.0,69,1.00000028155478,1,1,1
273,3053.6254799999997,1017.8751599999999,Ni1 O1,,,['NiO'],3,9.0,274,0,Ni1 O1,1491.52,0.0,8.0,80.0,9.000000000000007,0.1432000000000002,3.0900000000000034,1.0,225.0,5.0,0.0,9.0,69,1.00000028155478,1,1,1
274,3053.6254799999997,1017.8751599999999,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,9.0,275,225,Ni2 O1,0.0,0.0,0.0,90.0,9.000000000000007,0.0,4.609999999999996,1.0,225.0,300.0,0.0,9.0,73,1.00000028155478,1,1,1
275,4188.786666666666,1256.636,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,10.0,276,225,Ni2 O1,32.539999999999964,0.0,0.0,90.0,10.0,0.65306,8.009999999999998,1.0,225.0,300.0,0.0,10.0,73,1.0000002815547797,1,1,1
276,5575.275053333333,1520.52956,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,11.0,277,225,Ni2 O1,32.539999999999964,0.0,0.0,90.0,11.0,0.65306,12.21,1.0,225.0,300.0,0.0,11.0,73,1.0000002815547802,1,1,1
277,17157.270186666665,3216.98816,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,16.0,278,225,Ni2 O1,63.59999999999991,0.0,0.0,90.0,16.0,0.7368000000000023,28.41,1.0,225.0,300.0,0.0,16.0,73,1.00000028155478,1,1,1
278,50964.967373333326,6647.60444,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,23.0,279,225,Ni2 O1,68.09999999999991,0.0,0.0,90.0,23.0,2.526,40.31,1.0,225.0,300.0,0.0,23.0,73,1.00000028155478,1,1,1
279,3053.6254799999997,1017.8751599999999,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,9.0,280,225,Ni2 O1,411.0999999999999,22.200000000000045,0.5,90.0,9.000000000000007,2.610000000000001,37.815,1.0,225.0,5.0,1.239,9.0,73,1.00000028155478,1,0,1
280,4188.786666666666,1256.636,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,10.0,281,225,Ni2 O1,512.9500000000003,24.049999999999955,0.5,90.0,10.0,4.210000000000001,36.97,1.0,225.0,5.0,0.0,10.0,73,1.0000002815547797,1,0,1
281,5575.275053333333,1520.52956,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,11.0,282,225,Ni2 O1,637.02,40.779,0.5,90.0,11.0,6.309999999999999,36.13,1.0,225.0,5.0,0.0,11.0,73,1.0000002815547802,1,0,1
282,17157.270186666665,3216.98816,Ni1,Ni1 O1,,"['Ni', 'NiO']",7,16.0,283,225,Ni2 O1,538.8759999999997,57.39999999999998,0.5,90.0,16.0,13.11,50.4,1.0,225.0,5.0,0.0,16.0,73,1.00000028155478,1,0,1
