,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core_pauling_electronegativity,shell_pauling_electronegativity,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function,core_pauling_electronegativity_difference,core_vec_difference,core_work_function_difference,shell_pauling_electronegativity_difference,shell_vec_difference,shell_work_function_difference,Unnamed: 0
168,0.014999999999999986,40.0,1661.0,5.0,76.09999999999997,523.8,4.68,456.2,0.0,2.7,1.0,5.0,1.0,1.0,2.48976,60.0,60.0,60.0,3.011828,107.295,89.50258,120.0378,0.666667,0.163823,411.9435,1.0,188.0,266.0,900.0,500.0,750.0,250.0,0.0,0.0,0.0,2.932331,2.0,10.0,168
169,0.022499999999999992,40.0,1661.0,5.0,74.59999999999991,523.8,4.68,47.60000000000002,1.0,0.85,0.0,5.0,0.516643,1.0,2.48976,60.0,60.0,60.0,3.011828,107.295,89.50258,120.0378,0.666667,0.334471,411.9435,1.0,188.0,266.0,900.0,500.0,750.0,250.0,0.0,0.0,0.0,2.932331,2.0,10.0,169
170,0.111111,15.0,850.0,5.0,83.19999999999999,4300.0,48.0,280.0,0.0,0.0,1.0,7.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,3.011828,107.295,89.50258,120.0378,0.444444,-0.22866999999999998,105.404,1.0,275.7143,266.0,700.0,205.7143,750.0,250.0,2.860376,1.707469,11.55577,2.932331,2.0,10.0,170
171,0.111111,50.0,850.0,5.0,80.69999999999999,4290.0,45.5,300.0,0.0,0.0,1.0,3.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,3.011828,107.295,89.50258,120.0378,0.444444,-0.22866999999999998,105.404,1.0,275.7143,266.0,700.0,205.7143,750.0,250.0,2.860376,1.707469,11.55577,2.932331,2.0,10.0,171
172,0.111111,50.0,850.0,5.0,81.0,4240.0,45.4,300.0,0.0,0.0,1.0,5.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,3.011828,107.295,89.50258,120.0378,0.444444,-0.22866999999999998,105.404,1.0,275.7143,266.0,700.0,205.7143,750.0,250.0,2.860376,1.707469,11.55577,2.932331,2.0,10.0,172
173,0.111111,50.0,850.0,5.0,83.80000000000001,4240.0,45.4,280.0,0.0,0.0,1.0,7.0,1.0,1.0,5.932914,120.4948,120.2024,89.39748,3.011828,107.295,89.50258,120.0378,0.444444,-0.22866999999999998,105.404,1.0,275.7143,266.0,700.0,205.7143,750.0,250.0,2.860376,1.707469,11.55577,2.932331,2.0,10.0,173
174,0.180723,20.0,720.0,25.0,9.164000000000044,903.0,0.02829999999999977,45.0,1.0,0.0010229999999999961,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,174
175,0.180723,30.0,720.0,25.0,15.127999999999986,861.53,0.031599999999999184,48.0,0.0,0.0018599999999999728,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,175
176,0.179641,30.0,720.0,50.0,12.75200000000001,597.5,0.028228000000000364,52.5,0.0,0.005749999999999922,0.8,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,176
177,0.179641,30.0,720.0,100.0,12.75200000000001,376.5,0.02247000000000199,37.5,0.0,0.004281999999999897,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,177
178,0.179641,30.0,720.0,200.0,5.2613999999999805,204.0,0.011407000000000167,27.0,0.0,0.003932000000000047,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,178
179,0.179641,30.0,720.0,300.0,4.659400000000005,79.5,0.002689999999999415,24.5,0.0,0.003138000000000085,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,179
180,0.153846,30.0,720.0,25.0,9.164000000000044,193.0,0.011100000000000776,24.0,1.0,0.0011099999999999444,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,180
181,0.153846,30.0,720.0,25.0,15.127999999999986,190.0,0.010925000000002072,21.0,0.0,0.0010190000000001032,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,181
182,0.179641,30.0,720.0,2.0,6.6679999999999495,903.0,0.03251100000000129,21.0,0.0,0.00047200000000002795,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,182
183,0.153846,30.0,720.0,2.0,15.127999999999986,197.5,0.010533999999999821,20.5,0.0,0.009970000000000034,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,183
184,0.153846,30.0,720.0,50.0,12.75200000000001,201.5,0.011696000000000595,24.5,0.0,0.006680000000000019,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,184
185,0.153846,30.0,720.0,100.0,12.75200000000001,259.5,0.015881999999999508,16.5,0.0,0.009220000000000006,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,185
186,0.153846,30.0,720.0,200.0,1.6433999999999855,152.5,0.011029999999999873,5.5,0.0,0.005780000000000118,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,186
187,0.153846,30.0,720.0,300.0,1.04140000000001,43.5,0.0017089999999999606,1.5,0.0,6.499999999998174e-05,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,187
188,0.103448,20.0,720.0,25.0,6.935999999999979,75.4699999999998,0.0011630000000000251,10.0,1.0,0.000188000000000077,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,188
189,0.103448,20.0,720.0,25.0,15.127999999999986,71.69999999999982,0.0011100000000006105,14.0,0.0,0.0003109999999999502,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,189
190,0.103448,20.0,720.0,2.0,6.6679999999999495,50.0,0.0008309999999998041,3.0,0.0,0.0019000000000000128,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,190
191,0.103448,20.0,720.0,50.0,12.75200000000001,81.5,0.0012969999999992154,11.5,0.0,0.0016300000000000203,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,191
192,0.103448,20.0,720.0,100.0,12.75200000000001,143.0,0.0021420000000009765,24.0,0.0,0.003549999999999942,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,192
193,0.103448,20.0,720.0,200.0,1.5234000000000378,148.0,0.002413999999999916,22.0,0.0,0.004229999999999956,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,193
194,0.103448,20.0,720.0,300.0,0.8934000000000424,88.5,0.0015099999999996783,32.5,0.0,0.005250000000000199,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,194
195,0.096774,20.0,720.0,25.0,6.6679999999999495,3.800000000000182,0.0077750000000005315,1.5,0.0,0.00019799999999992046,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,195
196,0.096774,20.0,720.0,25.0,6.6679999999999495,3.800000000000182,0.005655000000000854,12.0,0.0,0.00019799999999992046,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,196
197,0.096774,20.0,720.0,2.0,15.10000000000008,6.5,5.600000000072214e-05,15.5,0.0,0.00011899999999998023,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,197
198,0.096774,20.0,720.0,50.0,12.75200000000001,14.0,0.00013500000000021828,11.0,0.0,0.00010899999999991472,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,198
199,0.096774,20.0,720.0,100.0,12.75200000000001,35.0,0.00010400000000210241,11.0,0.0,0.00033199999999999896,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,199
200,0.096774,20.0,720.0,200.0,1.6399999999999864,36.0,7.500000000071338e-05,7.0,0.0,0.00036400000000003097,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,200
201,0.096774,20.0,720.0,300.0,17.80000000000001,12.0,8.899999999911756e-05,2.0,1.0,1.999999999990898e-05,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,201
202,0.055555999999999994,20.0,720.0,25.0,10.146000000000015,24528.0,0.0012500000000006395,3.0,0.0,0.00020799999999998597,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,202
203,0.055555999999999994,20.0,720.0,25.0,23.600000000000023,16981.0,9.000000000014552e-05,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,203
204,0.055555999999999994,20.0,720.0,2.0,17.80000000000001,8.5,3.399999999942338e-05,7.5,0.0,3.099999999967018e-05,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,204
205,0.055555999999999994,20.0,720.0,50.0,12.699999999999989,17.0,7.600000000174134e-05,7.0,0.0,3.49999999997852e-05,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,205
206,0.055555999999999994,20.0,720.0,100.0,7.089999999999975,21.0,4.2999999999793204e-05,5.0,0.0,1.4000000000180535e-05,0.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,206
207,0.055555999999999994,20.0,720.0,200.0,32.30000000000001,18.0,7.800000000024454e-05,5.0,1.0,2.4999999999941735e-05,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,207
208,0.055555999999999994,20.0,720.0,300.0,32.19999999999999,22.5,8.500000000033481e-05,4.5,1.0,9.699999999890352e-06,1.0,2.0,1.0,1.0,2.924839,90.0,90.0,120.0,2.924839,90.0,90.0,120.0,0.5,0.990476,184.6255,1.176906,267.5,267.5,800.0,257.5,800.0,257.5,2.859813,2.5,10.0,2.859813,2.5,10.0,208
209,0.202703,25.0,850.0,5.0,24.600000000000023,7412.0,19.8,168.0,0.0,0.0,1.0,0.004999999999999893,1.0,1.0,3.011828,107.295,89.50258,120.0378,5.996281,60.0,60.0,60.0,0.444444,0.689655,53.15795,1.757954,266.0,276.1429,750.0,250.0,714.2857,207.8571,2.932331,2.0,10.0,2.838877,2.039608,11.56632,209
210,0.165746,25.0,850.0,5.0,10.399999999999977,6052.0,9.1,520.0,0.0,0.0,1.0,0.004999999999999893,1.0,1.0,3.011828,107.295,89.50258,120.0378,5.996281,60.0,60.0,60.0,0.444444,0.687586,53.15795,1.757954,266.0,276.1429,750.0,250.0,714.2857,207.8571,2.932331,2.0,10.0,2.838877,2.039608,11.56632,210
211,0.24,25.0,850.0,5.0,8.300000000000011,9624.0,7.9,632.0,0.0,0.0,1.0,0.004999999999999893,1.0,1.0,3.011828,107.295,89.50258,120.0378,5.996281,60.0,60.0,60.0,0.444444,0.486897,53.15795,1.757954,266.0,276.1429,750.0,250.0,714.2857,207.8571,2.932331,2.0,10.0,2.838877,2.039608,11.56632,211
212,0.75,80.0,720.0,5.0,5.740000000000009,2482.75,0.2950000000000017,827.586,0.0,0.1100000000000001,1.0,8.0,1.0,1.0,2.924839,90.0,90.0,120.0,0.0,0.0,0.0,0.0,0.5,0.990476,369.251,1.176906,267.5,0.0,800.0,257.5,0.0,0.0,2.859813,2.5,10.0,0.0,-2.220446049250313e-16,0.0,212
213,0.5,80.0,720.0,5.0,4.600000000000023,2711.86,0.20000000000000107,1355.93,0.0,0.10400000000000009,1.0,8.0,1.0,1.0,2.924839,90.0,90.0,120.0,0.0,0.0,0.0,0.0,0.5,0.990476,369.251,1.176906,267.5,0.0,800.0,257.5,0.0,0.0,2.859813,2.5,10.0,0.0,-2.220446049250313e-16,0.0,213
214,0.333333,90.0,720.0,5.0,37.815000000000055,411.0999999999999,2.6099999999999977,22.19999999999999,0.0,1.239,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.924623,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,214
215,0.3,90.0,720.0,5.0,36.96999999999997,512.95,4.209999999999999,24.05000000000001,0.0,0.0,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.924623,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,215
216,0.272727,90.0,720.0,5.0,36.129999999999995,637.02,6.31,40.778999999999996,0.0,0.0,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.924623,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,216
217,0.1875,90.0,720.0,5.0,50.39999999999998,538.876,13.11,57.39999999999998,0.0,0.0,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.924623,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,217
218,0.130435,90.0,720.0,5.0,53.78000000000003,559.24,20.51,40.75999999999999,0.0,0.0,1.0,0.5000000000000002,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.924623,184.6255,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,218
219,1.25,20.0,577.0,300.0,39.06999999999999,171.19999999999982,2.06156,0.17000000000001592,1.0,0.0,1.0,0.0,0.516643,1.0,6.055896,59.84436,59.34137,60.17588000000001,0.0,0.0,0.0,0.0,0.428571,0.945299,47.23848000000001,1.000956,271.0,0.0,671.4286,192.8571,0.0,0.0,3.126748,1.311577,11.58685,0.0,-2.220446049250313e-16,0.0,219
220,0.741758,20.0,858.0,25.0,70.40000000000003,210.52599999999984,12.5,5.300000000000011,0.0,0.0,1.0,1.0,0.516643,1.0,6.055896,59.84436,59.34137,60.17588000000001,5.142692,74.87634,90.0,90.0,0.428571,0.891456,70.12524,1.000956,271.0,275.0,671.4286,192.8571,685.7143,201.4286,3.126748,1.311577,11.58685,2.897249,1.443376,11.54701,220
221,0.630841,20.0,858.0,200.0,69.90000000000003,1.2399999999997817,0.07939999999999969,1.0219999999999914,1.0,2.06,1.0,3.0,0.516643,1.0,6.055896,59.84436,59.34137,60.17588000000001,5.142692,74.87634,90.0,90.0,0.428571,0.891456,70.12524,1.000956,271.0,275.0,671.4286,192.8571,685.7143,201.4286,3.126748,1.311577,11.58685,2.897249,1.443376,11.54701,221
222,0.250836,2.0,668.0,5.0,13.399999999999977,170.0,5.4,22.0,0.0,0.0,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,222
223,0.233463,2.0,668.0,5.0,12.899999999999977,230.0,6.9,45.0,0.0,0.0,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,223
224,0.208623,2.0,668.0,5.0,17.600000000000023,249.99999999999977,9.9,43.0,0.0,0.0,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,224
225,0.185071,2.0,668.0,5.0,21.600000000000023,230.0,8.4,62.0,0.0,1.92,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,225
226,0.162426,2.0,668.0,5.0,31.5,440.0,16.2,250.0,0.0,2.69,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,226
227,0.142248,2.0,668.0,5.0,16.099999999999966,420.0,7.1,310.0,0.0,5.380000000000001,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,227
228,0.178891,2.0,668.0,5.0,14.899999999999977,550.0,6.2,570.0,0.0,6.923,1.0,0.20000000000000018,1.0,1.0,2.416394,109.4712,109.4712,109.4712,2.924839,90.0,90.0,120.0,0.666667,0.333333,171.2915,1.0,191.0,267.5,1000.0,515.0,800.0,257.5,0.0,0.0,0.0,2.859813,2.5,10.0,228
229,0.125,30.0,703.0,60.0,0.35470000000003665,391.29999999999995,0.027499999999999858,173.9,1.0,0.0045799999999998064,0.0,2.0,1.0,1.0,5.388094,122.2099,142.6878,47.91918,0.0,0.0,0.0,0.0,0.2,0.945568,124.5735,0.628658,243.0,0.0,520.0,94.0,0.0,0.0,3.403618,2.686808,19.49359,0.0,-2.220446049250313e-16,0.0,229
230,0.096774,30.0,299.99999999999994,60.0,0.37499999999994316,593.4000000000001,0.018366999999999578,902.0,1.0,0.010199999999999987,0.0,2.0,1.0,1.0,4.480463,93.41725,100.5376,81.58384,0.0,0.0,0.0,0.0,0.22000000000000003,0.822812,135.3247,0.958256,243.0,0.0,520.0,94.0,0.0,0.0,3.403618,2.686808,19.49359,0.0,-2.220446049250313e-16,0.0,230
231,0.125,30.0,703.0,60.0,0.3697999999999979,391.29999999999995,0.027499999999999858,173.9,0.0,0.0045799999999998064,1.0,2.0,1.0,1.0,5.388094,122.2099,142.6878,47.91918,0.0,0.0,0.0,0.0,0.2,0.945568,124.5735,0.628658,243.0,0.0,520.0,94.0,0.0,0.0,3.403618,2.686808,19.49359,0.0,-2.220446049250313e-16,0.0,231
232,0.096774,30.0,299.99999999999994,60.0,0.40800000000001546,593.4000000000001,0.018366999999999578,902.0,0.0,0.010199999999999987,1.0,2.0,1.0,1.0,5.050553,96.44198,100.5376,81.58384,0.0,0.0,0.0,0.0,0.22000000000000003,0.904688,140.9241,1.344867,243.0,0.0,520.0,94.0,0.0,0.0,3.403618,2.686808,19.49359,0.0,-2.220446049250313e-16,0.0,232
233,0.07692299999999999,20.0,822.2,300.0,2.420000000000016,200.0,0.25,10.860000000000014,0.0,0.0,1.0,0.0,1.0,1.0,4.416362,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.38,0.88608,138.2874,1.493699,243.0,0.0,520.0,94.0,0.0,0.0,3.403618,2.686808,19.49359,0.0,-2.220446049250313e-16,0.0,233
234,0.964286,10.000000000000004,803.0,5.0,39.06999999999999,3340.43,13.30882,254.052,0.0,0.656,1.0,1.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,0.0,0.0,0.0,0.0,0.428571,0.552809,67.67332,1.0,275.7143,0.0,700.0,205.7143,0.0,0.0,2.860376,1.707469,11.55577,0.0,-2.220446049250313e-16,0.0,234
235,0.482143,10.000000000000004,825.0,25.0,90.27800000000002,1728.159,45.8,21.839999999999975,1.0,0.7,0.0,3.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,235
236,0.482143,10.000000000000004,825.0,300.0,51.86200000000002,17.449999999999818,1.4499999999999993,0.8500000000000227,1.0,0.09000000000000008,1.0,3.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,236
237,0.519231,10.000000000000004,825.0,5.0,74.40000000000003,2155.09,48.815,86.0,0.0,1.72,1.0,2.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,237
238,0.519231,10.000000000000004,825.0,25.0,74.59999999999991,1928.8,46.985,10.800000000000011,0.0,2.26,1.0,2.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,238
239,0.519231,10.000000000000004,825.0,50.0,73.96999999999991,1540.929,43.4385,10.699999999999989,0.0,2.8,1.0,2.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,239
240,0.519231,10.000000000000004,825.0,100.0,75.48000000000002,678.8499999999999,31.396,32.329999999999984,0.0,3.86,1.0,2.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,240
241,0.519231,10.000000000000004,825.0,200.0,74.82999999999998,1024.748,13.7352,6.091599999999971,0.0,1.202,1.0,2.0,0.516643,1.0,5.932914,120.4948,120.2024,89.39748,5.142692,74.87634,90.0,90.0,0.428571,-0.04167000000000004,67.42812,1.0,275.7143,275.0,700.0,205.7143,685.7143,201.4286,2.860376,1.707469,11.55577,2.897249,1.443376,11.54701,241
