,Unnamed: 0,area/volume,volume,area,space_group_core,space_group_shell,h_range_max_koe,Tb,TN,Tc,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_a,core_b,core_c,core_alpha,core_beta,core_gamma,shell_a,shell_b,shell_c,shell_alpha,shell_beta,shell_gamma,total_ions,z_ions,core_total_ions,core_magnetic_ions,shell_total_ions,shell_magnetic_ions,num_of_magn_ions,Tn-Tb/Tn,Aex,core,shell,formula
463,463,0.2068965517,24389,5046,227,225,20,85,294.4,800,29,29,29,3,125,30.3,1505.05,12.393,76.55,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7112771739,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
464,464,0.2068965517,24389,5046,227,225,20,85,299.4,800,29,29,29,3,150,30.17,944.54,11.368,25.46,0,0,1,5,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7160988644,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
465,465,0.2068965517,24389,5046,227,225,20,85,302.2,800,29,29,29,3,200,29.144,433.5,7.752,76.5,0,0,1,5,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7187293183,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
466,466,0.2068965517,24389,5046,227,225,20,85,488.6,800,29,29,29,3,250,27.606,951.139,9.061,25.559,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.8260335653,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
467,467,0.4411764706,1317.088569,581.0684864,213,0,50,208,945,1003,6.8,6.8,6.8,1,5,63.0136,11898.92,26.621,1253.696,0,0,1,5,1,1,3.788512,3.788512,3.788512,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.7798941799,0,Fe2O3,0,Fe2O3
468,468,0.4411764706,1317.088569,581.0684864,194,213,50,200,955,986.5,6.8,6.8,6.8,1,5,55.3693,8798.29,26.621,1478.24,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.7905759162,130.1962354,Co,Fe2O3,Co/Fe2O3
469,469,0.4411764706,1317.088569,581.0684864,194,213,50,200,955,986.5,6.8,6.8,6.8,1,5,50.1338,1634.436,25.577,223.87,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.7905759162,130.1962354,Co,Fe2O3,Co/Fe2O3
470,470,0.4411764706,1317.088569,581.0684864,194,213,50,200,955,986.5,6.8,6.8,6.8,1,5,28.9442,873.4,22.55,13.282,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.7905759162,130.1962354,Co,Fe2O3,Co/Fe2O3
471,471,0.4166666667,1563.456246,651.4401024,227,227,75,159,503.4,800,7.2,7.2,7.2,1,5,67,26100,35.1206,90,0,0,1,7,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.684147795,33.71024837,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
472,472,0.2255639098,9854.694497,2222.86342,227,227,75,284,392.8,800,13.3,13.3,13.3,1,5,63,21700,44.862,50,0,0,1,7,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.2769857434,33.71024837,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
473,473,0.2752293578,5424.600208,1493.009232,227,225,75,220,293,858,10.9,10.9,10.9,1,5,46,15300,41.47,2000,0,0,1,7,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.2491467577,106.3960076,Fe3O4,CoO,Fe3O4@CoO
474,474,0.4341534009,1382.045638,600.0198139,227,0,50,398,890,793,6.91,6.91,6.91,1,5,98.5,13200,46.295,833,0,0,1,4.8,1,1,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.5528089888,0,Fe2CoO4,0,CoFe2O4
475,475,0.2727272727,5575.275053,1520.52956,227,227,50,174,856,825,11,11,11,1,5,83.3,8310,50.8,961.2,0,0,1,3.8,1,1,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,5.996281061,5.996281061,5.996281061,60,60,60,14,6,7,3,7,3,0.4285714286,0.796728972,34.39631964,Fe2CoO4,Fe2NiO4,CoFe2O4@NiFe2O4
476,476,0.03562945368,2500486.516,89090.96851,227,0,50,315,858,594,84.2,84.2,84.2,1,5,75.3,251,15.813,280.8268,0,0,1,2.114,1,1,5.996281061,5.996281061,5.996281061,60,60,60,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.6328671329,0,Fe2NiO4,0,NiFe2O4
477,477,0.25,7238.22336,1809.55584,227,227,50,173,856,825,12,12,12,1,5,86.3,3010,38.835,830,0,0,1,5.6,1,1,5.996281061,5.996281061,5.996281061,60,60,60,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7978971963,34.76369363,Fe2NiO4,Fe2CoO4,NiFe2O4@CoFe2O4
478,478,0.75,268.0823467,201.06176,227,161,50,150.2,948,573,4,4,4,1,5,6.7,3230,2.18,1020,0,0.845,1,5,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8415611814,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
479,479,0.6,523.5983333,314.159,227,161,50,150.2,948,573,5,5,5,1,5,7.2,3100,2.045,1030,0,0.676,1,5,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8415611814,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
480,480,0.5,904.77792,452.38896,227,161,50,150.2,948,573,6,6,6,1,5,7.5,3370,2.45,1110,0,0.591,1,5,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8415611814,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
481,481,0.5,904.77792,452.38896,227,161,50,150.2,948,573,6,6,6,1,5,8.3,3100,3.06,1110,0,0.92957,1,5,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8415611814,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
482,482,0.75,268.0823467,201.06176,227,161,50,139.8,948,573,4,4,4,1,300,4.3,546,0.77,0,1,0,1,0,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8525316456,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
483,483,0.6,523.5983333,314.159,227,161,50,139.8,948,573,5,5,5,1,300,4.5,559,0.648,0,1,0,1,0,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8525316456,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
484,484,0.5,904.77792,452.38896,227,161,50,139.8,948,573,6,6,6,1,300,4.7,556,0.703,0,1,0,1,0,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8525316456,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
485,485,0.5,904.77792,452.38896,227,161,50,139.8,948,573,6,6,6,1,300,5,533,0.77,0,1,0,1,0,1,1,6.10730908,6.055895717,6.113147522,59.8443616,59.34137478,60.17587797,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8525316456,45.37401492,Mn(FeO2)2,Fe2O3,MnFe2O4-Fe2O3
486,486,0.1666666667,24429.00384,4071.50064,227,0,20,118,858,858,18,18,18,1,5,80.88,400,19.35,769,0,0,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
487,487,0.2,14137.155,2827.431,15,227,20,111.6,603.8,858,15,15,15,1,5,109,1700,100,280,0,0,1,5,1,1,6.223664514,6.223664514,4.989626587,82.94196439,82.94196439,42.45986446,3.058813,5.142692,5.225572969,74.87633512,90,90,14,8,7,5,7,3,0.5714285714,0.8151705863,52.59393104,Fe5C2,Fe3O4,Fe5C2/Fe3O4
488,488,0.25,7238.22336,1809.55584,15,0,20,137,639.6,520,12,12,12,1,5,122.8,1400,100,147,0,0,1,5,1,1,6.223664514,6.223664514,4.989626587,82.94196439,82.94196439,42.45986446,0,0,0,0,0,0,7,5,7,5,0,0,0.7142857143,0.7858036273,0,Fe5C2,0,Fe5C2
489,489,0.1666666667,24429.00384,4071.50064,227,0,20,118,858,858,18,18,18,1,300,73.3,48.752,6,0,1,0,1,0,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
490,490,0.2,14137.155,2827.431,15,227,20,150.4,530,858,15,15,15,1,300,75,650,81.81,0,1,0,1,0,1,1,6.223664514,6.223664514,4.989626587,82.94196439,82.94196439,42.45986446,3.058813,5.142692,5.225572969,74.87633512,90,90,14,8,7,5,7,3,0.5714285714,0.7162264151,52.59393104,Fe5C2,Fe3O4,Fe5C2/Fe3O4
491,491,0.25,7238.22336,1809.55584,15,0,20,180.6,489.6,520,12,12,12,1,300,108,850,60.6,0,1,0,1,0,1,1,6.223664514,6.223664514,4.989626587,82.94196439,82.94196439,42.45986446,0,0,0,0,0,0,7,5,7,5,0,0,0.7142857143,0.631127451,0,Fe5C2,0,Fe5C2
492,492,0.2068965517,12770.03975,2642.07719,221,0,30,117,412.6,970,14.5,14.5,14.5,1,5,94,414,16.26100534,1115.58,0,0,1,3,1,1,4.332798299,4.332798299,4.332798299,131.8647325,131.8647325,70.44275125,0,0,0,0,0,0,4,4,4,4,0,0,1,0.71643238,0,FeNi3,0,FeNi3
493,493,0.138121547,42920.78982,5928.285887,221,229,30,94.6,633.4,630,21.72,21.72,21.72,1,5,57,174,0.8346118,188.886,0,0,1,3,1,1,4.332798299,4.332798299,4.332798299,131.8647325,131.8647325,70.44275125,2.790101817,2.790101817,2.529004,90,90,119.9999957,5,4,4,4,1,0,0.8,0.8506473003,84.67432928,FeNi3,Mo,FeNi3-Mo
494,494,0.4054054054,3241.792,1314.24,182,0,30,400,609.6,723,14.8,14.8,14.8,3,5,183,742,6.864365336,300.678,0,0,1,3,0.805995977,1,,,,,,,0,0,0,0,0,0,16,11,16,11,0,0,0.6875,0.343832021,0,Fe11C5,0,Fe2.2C
495,495,0.1573976915,29003.93555,4565.1525,58,229,30,21.4,497.9,240,19.06,19.06,19.06,1,300,162,423,0.2267,110.78,0,0,1,0,1,1,,,,,,,2.790101817,2.790101817,2.529004,90,90,119.9999957,17,11,16,11,1,0,0.6470588235,0.9570194818,11.72977722,Fe11C5,Mo,Fe2.2C-Mo
496,496,0.3916449086,3595.640768,1408.2144,182,0,30,400,609.6,723,15.32,15.32,15.32,3,5,108,605,6.864365336,305.046,0,0,1,3,0.805995977,1,,,,,,,0,0,0,0,0,0,16,11,16,11,0,0,0.6875,0.343832021,0,Fe11C5,0,Fe2.2C
497,497,0.2063273728,12876.01465,2656.674274,58,229,30,21.4,497.9,240,14.54,14.54,14.54,1,300,97,247,0.2203,101.809,0,0,1,0,1,1,,,,,,,2.790101817,2.790101817,2.529004,90,90,119.9999957,17,11,16,11,1,0,0.6470588235,0.9570194818,11.72977722,Fe11C5,Mo,Fe2.2C-Mo
498,498,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,10,122.7,7160.19,98,1756.75,0,11.029,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
499,499,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,50,116.78,6483.63,86,803.95,0,4.54,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
500,500,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,100,109,5296.52,77.67,211.8065,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
501,501,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,150,110.79,4068,69.88,126.63,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
502,502,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,200,112.49,3262.816,66.47,128.528,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
503,503,0.25,7238.22336,1809.55584,194,225,20,200,293,1388,12,12,12,1,300,118.45,1991.5,66.96,43.5,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.3174061433,344.2369665,Co,CoO,Co/CoO
504,504,0.1714285714,22449.27854,3848.44775,62,227,25,64.8,250,793,17.5,17.5,17.5,1,300,13.501,378,2.0785,0,1,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,12,5,5,2,7,3,0.4166666667,0.7408,40.09834044,LaFeO3,Fe2CoO4,La2Fe2O6-CoFe2O4
505,505,0.1090909091,87113.67271,9503.30975,62,227,25,64.8,250,793,27.5,27.5,27.5,1,300,11.105,459,1.576,0,1,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,12,5,5,2,7,3,0.4166666667,0.7408,40.09834044,LaFeO3,Fe2CoO4,La2Fe2O6-CoFe2O4
506,506,0.09677419355,124788.1436,12076.27196,62,227,25,64.8,250,793,31,31,31,1,300,20.365,1560,9.4571,0,1,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,12,5,5,2,7,3,0.4166666667,0.7408,40.09834044,LaFeO3,Fe2CoO4,La2Fe2O6-CoFe2O4
507,507,0.06,523598.3333,31415.9,225,194,50,76.2,291,1388,50,50,50,1,5,63.415,395.247,52.2,50.685,0,0,1,5,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.489759746,2.489759746,2.489759746,60,60,60,3,2,2,1,1,1,0.6666666667,0.7381443299,418.1126318,CoO,Co,CoO-Co
508,508,0.04838709677,998305.1487,48305.08784,225,194,50,50,293,1388,62,62,62,1,5,21.14,1111.3855,29.26,253.3855,0,0,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8293515358,344.2369665,Co,CoO,Co/CoO
509,509,0.04285714286,1436753.827,61575.164,225,194,50,50,291,1388,70,70,70,1,5,16.9,952.618,6.725,141.772,0,0.465,1,5,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.489759746,2.489759746,2.489759746,60,60,60,3,2,2,1,1,1,0.6666666667,0.8281786942,418.1126318,CoO,Co,CoO-Co
510,510,0.03947368421,1838776.816,72583.29536,225,194,50,50,293,1388,76,76,76,1,5,15.938,1155.295,5.427,175.635,0,0.386,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.8293515358,344.2369665,Co,CoO,Co/CoO
511,511,0.03658536585,2309562.927,84496.20464,225,194,50,80,291,1388,82,82,82,1,5,15,952.612,4.614,148.635,0,0.386,1,5,1,1,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,2.489759746,2.489759746,2.489759746,60,60,60,3,2,2,1,1,1,0.6666666667,0.7250859107,418.1126318,CoO,Co,CoO-Co
512,512,0.03409090909,2854540.827,97313.89184,225,194,50,80,293,1388,88,88,88,1,5,14.96,986.3925,4.39,162.1195,0,0.406,1,5,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.7269624573,344.2369665,Co,CoO,Co/CoO
513,513,0.2038043478,13360.16041,2722.858779,227,225,80,240,321,858,14.72,14.72,14.72,1,10,81.868,8895.3,18.9307,5753.62,0,0.05192,1,0.2,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.2523364486,106.3960076,Fe3O4,CoO,Fe3O4-CoO
514,514,0.158061117,28640.2541,4526.910553,227,225,80,240,321,858,18.98,18.98,18.98,1,10,14.566,10174.58,15.0549,8310.58,0,0.05192,1,0.5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.2523364486,106.3960076,Fe3O4,CoO,Fe3O4-CoO
515,515,0.1470588235,35561.39137,5229.616378,227,225,80,220,321,858,20.4,20.4,20.4,1,10,14.566,10814.11,11.4538,9418.761,0,0.33052,1,1,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.3146417445,106.3960076,Fe3O4,CoO,Fe3O4-CoO
516,516,0.1470588235,35561.39137,5229.616378,227,225,80,220,321,858,20.4,20.4,20.4,1,10,72.474,11279.07,11.6555,9573.644,0,0.33052,1,2,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.3146417445,106.3960076,Fe3O4,CoO,Fe3O4-CoO
517,517,0.1152959262,73792.14236,8507.933401,227,225,80,230,450,858,26.02,19.42,19.42,1,10,25.234,11744.25,15.4715,8410.92,0,0.05192,1,5,1,1.339855819,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.4888888889,106.3960076,Fe3O4,CoO,Fe3O4-CoO
518,518,0.2112676056,11993.7026,2533.88083,227,225,80,230,450,858,14.2,14.2,14.2,1,100,0.5626,1956.331,0.05492,1369.513,0,0,1,2,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.4888888889,106.3960076,Fe3O4,CoO,Fe3O4-CoO
519,519,0.1395348837,41629.73269,5808.79991,227,225,80,230,450,858,21.5,21.5,21.5,1,200,9.1118,499.93,16.70509,57.07,0,0,1,2,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.4888888889,106.3960076,Fe3O4,CoO,Fe3O4-CoO
520,520,0.1195219124,66238.33495,7916.932464,227,225,80,230,450,858,25.1,25.1,25.1,1,300,0.4698,182.12,0.0155,0,1,0,1,2,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.4888888889,106.3960076,Fe3O4,CoO,Fe3O4-CoO
521,521,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.7025,9025,0.057,1375,0,0.008,1,1,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
522,522,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.6749,8025,0.051,1125,0,0,1,2,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
523,523,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.6749,7875,0.049,1125,0,0.002,1,3,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
524,524,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.704,7725,0.049,1175,0,0.002,1,4,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
525,525,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.6749,7550,0.047,1000,0,0.004,1,5,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
526,526,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.708,7300,0.0485,1050,0,0.006,1,6,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
527,527,0.1022727273,766656,78408,62,0,80,30,740,730,66,66,66,2,300,0.71,9215.75,0.0489,393.25,0,0.0028,1,6.5,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
528,528,0.1022727273,766656,78408,62,0,50,30,740,730,66,66,66,2,300,0.45,849.26,0.016,213,0,0,1,0,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
529,529,0.1022727273,766656,78408,62,0,60,30,740,730,66,66,66,2,300,0.62,3188.679,0.042,5653,0,0,1,0,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
530,530,0.1022727273,766656,78408,62,0,50,30,740,730,66,66,66,2,300,0.55,2754.78,0.028,518,0,0.067,1,1,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
531,531,0.1022727273,766656,78408,62,0,60,30,740,730,66,66,66,2,300,0.6,3188.7,0.0445,2920,0,0.0295,1,1,0.5166432673,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
532,532,0.6976744186,333.0378615,232.3519964,229,136,20,258.2,78,1043,4.3,4.3,4.3,1,10,40.991,10778.3,48.9436,1580,0,3.5438,1,5,1,1,3.332737,4.794962,4.794941,89.99911576,89.99966079,90.00033921,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4,2,3,1,1,1,0.5,-2.31025641,318.0904711,FeF2,Fe,FeF2/Fe
533,533,0.6160164271,483.810318,298.0351035,229,136,20,171.8,78,1043,4.87,4.87,4.87,1,10,18.1216,10707.57,16.9119,990,0,1.632,0,70,1,1,3.332737,4.794962,4.794941,89.99911576,89.99966079,90.00033921,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4,2,3,1,1,1,0.5,-1.202564103,318.0904711,FeF2,Fe,FeF2/Fe
534,534,0.4225352113,1499.212825,633.4702076,123,0,20,90.6,505,1659,7.1,7.1,7.1,1,300,33.7,1025.62,24.565,153.48,0,0,1,2,1,1,3.269058,5.072209,5.555129,90,90,90,0,0,0,0,0,0,2,1,2,1,0,0,0.5,0.8205940594,0,CoP,0,CoP
535,535,0.4225352113,1499.212825,633.4702076,123,0,20,106,439.6,1659,7.1,7.1,7.1,1,300,36.4,1358.528,20.869,75.873,1,0,1,2,1,1,3.269058,5.072209,5.555129,90,90,90,0,0,0,0,0,0,2,1,2,1,0,0,0.5,0.7588717015,0,CoP,0,CoP
536,536,0.4225352113,1499.212825,633.4702076,123,0,20,122.6,439.6,1659,7.1,7.1,7.1,1,300,36.8,4255,25,0,1,0,1,2,1,1,3.269058,5.072209,5.555129,90,90,90,0,0,0,0,0,0,2,1,2,1,0,0,0.5,0.7211101001,0,CoP,0,CoP
537,537,0.4225352113,1499.212825,633.4702076,225,0,20,193.8,663.2,1659,7.1,7.1,7.1,1,300,43.6,9355.89,25,76.89,1,0,1,2,1,1,3.269058,5.072209,5.555129,90,90,90,0,0,0,0,0,0,2,1,2,1,0,0,0.5,0.7077804584,0,CoP,0,CoP
538,538,0.4225352113,1499.212825,633.4702076,225,0,20,95.8,636.2,1659,7.1,7.1,7.1,1,300,46.8,14021.056,26,487.043,0,0,1,2,1,1,3.269058,5.072209,5.555129,90,90,90,0,0,0,0,0,0,2,1,2,1,0,0,0.5,0.8494184219,0,CoP,0,CoP
539,539,0.1764705882,20579.50889,3631.67804,227,225,60,54,796,858,17,17,17,1,5,7.45,1875.236,0.767,1662.94,1,0.767,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.932160804,110.0060416,Fe3O4,NiO,Fe3O4-NiO
