,Unnamed: 0,area/volume,volume,area,space_group_core,space_group_shell,h_range_max_koe,Tb,TN,Tc,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_a,core_b,core_c,core_alpha,core_beta,core_gamma,shell_a,shell_b,shell_c,shell_alpha,shell_beta,shell_gamma,total_ions,z_ions,core_total_ions,core_magnetic_ions,shell_total_ions,shell_magnetic_ions,num_of_magn_ions,Tn-Tb/Tn,Aex,core,shell,formula
387,387,0.25,7238.22336,1809.55584,227,225,60,135,291,538,12,12,12,1,5,19,12040,14.81,143,0,0,1,5,1,1,5.996281061,5.996281061,5.996281061,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5360824742,66.71451295,Fe2NiO4,CoO,NiFe2O4/CoO
388,388,0.375,2144.658773,804.24704,227,225,60,135,291,538,8,8,8,1,300,47,1150,13.7,0,1,0,1,0,1,1,5.996281061,5.996281061,5.996281061,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5360824742,66.71451295,Fe2NiO4,CoO,NiFe2O4/CoO
389,389,0.2727272727,5575.275053,1520.52956,227,225,60,135,291,538,11,11,11,1,300,16.3,1160,6.7,0,1,0,1,0,1,1,5.996281061,5.996281061,5.996281061,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5360824742,66.71451295,Fe2NiO4,CoO,NiFe2O4/CoO
390,390,0.25,7238.22336,1809.55584,227,225,60,135,291,538,12,12,12,1,300,18.7,1160,7.037,0,1,0,1,0,1,1,5.996281061,5.996281061,5.996281061,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5360824742,66.71451295,Fe2NiO4,CoO,NiFe2O4/CoO
391,391,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,504,7.6124,182,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
392,392,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,446,7.6124,126,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
393,393,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,318,7.6124,374,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
394,394,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,357,7.6124,685,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
395,395,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,504,7.6124,182,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
396,396,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,332,7.6124,94,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
397,397,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,218,7.6124,314,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
398,398,0.00375,2144658773,8042470.4,194,225,6,106,293,1388,800,800,800,1,5,16.6078,354,7.6124,685,0,0,1,1,1,1,2.489759746,2.489759746,2.489759746,60,60,60,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,3,2,1,1,2,1,0.6666666667,0.638225256,344.2369665,Co,CoO,Co/CoO
399,399,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,2,6.2,9130.43,2.3944,1304.348,0,0,1,3.5,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
400,400,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,2,6.2,8478.26,2.11,1195.65,1,0,1,3.5,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
401,401,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,2,5.79,10000,2.2456,763,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
402,402,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,8,5.75,9812.5,2.175,506,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
403,403,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,10,5.75,9687.5,2.175,379,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
404,404,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,15,6,8189.5,2.133,340.5,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
405,405,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,20,5.979,7920.689,2.1,178.869,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
406,406,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,25,6.2,7508.612,2,124.743,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
407,407,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,30,5.9,7705.6475,1.967,179.2,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
408,408,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,40,6.151,6289.9845,2.3,18,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
409,409,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,60,7.6,3512.753,2.994,108.706,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
410,410,0.4898979486,3181.980515,1558.845727,227,0,80,75,96,93,30,30,30,4,80,8,1397.7685,3,35.3685,0,0,1,1,0.6711392913,1,5.988295583,5.988303,5.988290974,89.99998491,119.9999754,59.99995031,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.21875,0,Cr2CoO4,0,CoCr2O4
411,411,0.1428571429,38792.35332,5541.76476,123,0,30,275,615.6,823,21,21,21,1,300,83,121,7.2,0,1,0,1,0,1,1,2.447572721,2.447572721,3.949288,90,90,108.0943677,0,0,0,0,0,0,2,2,2,2,0,0,1,0.5532813515,0,FeNi,0,FeNi
412,412,0.1428571429,38792.35332,5541.76476,123,0,30,275,649.6,823,21,21,21,1,50,96,127,7.8,0,1,0,1,0,1,1,2.447572721,2.447572721,3.949288,90,90,108.0943677,0,0,0,0,0,0,2,2,2,2,0,0,1,0.5766625616,0,FeNi,0,FeNi
413,413,0.1428571429,38792.35332,5541.76476,123,0,30,275,649.6,823,21,21,21,1,50,96,141,8.4,14,1,0,1,3,1,1,2.447572721,2.447572721,3.949288,90,90,108.0943677,0,0,0,0,0,0,2,2,2,2,0,0,1,0.5766625616,0,FeNi,0,FeNi
414,414,0.8823529412,164.6360711,145.2671216,217,141,60,85.82,68.5,797,3.4,3.4,3.4,1,5,3.367,1484,0.123,1217,0,0.0923,1,5,1,1,2.481599734,2.481599734,2.481599734,60,60,60,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,8,4,1,1,7,3,0.5,-0.2528467153,50.91445352,Mn,Mn3O4,Mn-Mn3O4
415,415,0.4761904762,1047.39354,498.7588284,217,141,50,186.62,68.5,1016.2,6.3,6.3,6.3,1,5,3.585,305,0.173,4408,0,0.00456,1,5,1,1,2.481599734,2.481599734,2.481599734,60,60,60,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,8,4,1,1,7,3,0.5,-1.724379562,64.9175253,Mn,Mn3O4,Mn-Mn3O4
416,416,0.572519084,602.6735108,345.0420863,217,141,60,183.6,68.5,1111.6,5.24,5.24,5.24,1,5,2.159,1106,0.11,6350,0,0.2596,1,5,1,1,2.481599734,2.481599734,2.481599734,60,60,60,5.870140586,6.348074159,5.873287142,117.4929608,89.99975597,117.6525217,8,4,1,1,7,3,0.5,-1.680291971,71.01192789,Mn,Mn3O4,Mn-Mn3O4
417,417,0.06382978723,434892.3981,27759.08924,227,227,15,180,78,1043,47,47,47,1,20,61.6,97,8.125,0,1,0,1,1.5,1,1,3.332737,4.794962,4.794941,89.99911576,89.99966079,90.00033921,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4,2,3,1,1,1,0.5,-1.307692308,318.0904711,FeF2,Fe,FeF2-Fe
418,418,0.06382978723,434892.3981,27759.08924,227,227,15,180,313.8,744,47,47,47,1,20,63.24,360,20,0,1,0,1,1.5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.4263862333,31.35053099,Fe3O4,Fe2CoO4,Fe3O4-CoFe2O4
419,419,0.3333333333,3053.62548,1017.87516,227,0,15,118,858,858,9,9,9,1,47,55.2,15,3.918,0,1,0,1,1.5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
420,420,0.1875,17157.27019,3216.98816,227,0,15,398,890,793,16,16,16,1,161.8,72.84,1555,34.146,0,1,0,1,1.5,1,1,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.5528089888,0,Fe2CoO4,0,CoFe2O4
421,421,0.2307692308,9202.764307,2123.71484,63,225,6,64,118,858,13,13,13,1,5,5.625,8649.5,1.5625,909,0,1.125,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
422,422,0.075,268082.3467,20106.176,63,225,6,64,118,858,40,40,40,1,5,5.625,6995,1.5625,727,1,1.5,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
423,423,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,10,7,6944,1.458,2083,0,0.486,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
424,424,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,20,7,5555,0.77,5121.9692,0,0,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
425,425,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,5,3.75,4158.5,0.675,10414,0,1.661,1,3,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
426,426,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,5,4.75,6621.96,1.05,8514.586,0,1.393,1,4,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
427,427,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,5,6.5,8823.154,1484.5,6372.383,0,1.484,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
428,428,0.075,268082.3467,20106.176,63,225,50,64,118,858,40,40,40,1,5,7.37,9980.32,1.7485,5325.26,0,0.9685,1,6,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.431708662,3.43396276,3.440434471,89.99988972,60.03562403,59.97819011,9,4,7,3,2,1,0.4444444444,0.4576271186,93.757959,Fe3O4,MnO,Fe3O4/MnO
429,429,0.06666666667,381703.185,25446.879,229,62,15,365,900.4,1043,45,45,45,1,10,17.4,2500,8.6,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4.661709753,4.661709753,4.320303,90,90,119.9999965,5,4,1,1,4,3,0.8,0.5946246113,83.90161995,Fe,Fe3C,Fe/Fe3C
430,430,0.06,523598.3333,31415.9,229,62,15,365,900.4,1043,50,50,50,1,10,20.3,2600,10.1,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4.661709753,4.661709753,4.320303,90,90,119.9999965,5,4,1,1,4,3,0.8,0.5946246113,83.90161995,Fe,Fe3C,Fe/Fe3C
431,431,0.05,904777.92,45238.896,229,62,15,365,900.4,1043,60,60,60,1,10,15.4,2650,7.6,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,4.661709753,4.661709753,4.320303,90,90,119.9999965,5,4,1,1,4,3,0.8,0.5946246113,83.90161995,Fe,Fe3C,Fe/Fe3C
432,432,0.1,113097.24,11309.724,229,62,15,140,856,860,30,30,30,1,10,17.9,950,4.9,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
433,433,0.08571428571,179594.2283,15393.791,229,62,15,140,856,860,35,35,35,1,10,22.1,920,6.3,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
434,434,0.075,268082.3467,20106.176,229,62,15,140,856,860,40,40,40,1,10,19.8,1250,6.6,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
435,435,0.06666666667,381703.185,25446.879,229,62,15,140,856,860,45,45,45,1,10,8.9,1273,2.7,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
436,436,0.06,523598.3333,31415.9,229,62,15,140,856,860,50,50,50,1,10,1.3,1000,0.4,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
437,437,0.05454545455,696909.3817,38013.239,229,62,15,140,856,860,55,55,55,1,10,2.4,500,0.6,0,1,0,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8364485981,105.4330552,Fe,Fe3O4,Fe/Fe3O4
438,438,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,300,18.5,582,8,0,1,0,1,0,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
439,439,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,300,27.4,775,11.2,0,1,0,1,0,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
440,440,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,300,32.2,821,4.2,0,1,0,1,0,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
441,441,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,300,42.7,958,8.5,0,1,0,1,0,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
442,442,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,300,38.1,592,16.8,0,1,0,1,0,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
443,443,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,5,17.7,4263,11,104,0,0,1,5,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
444,444,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,5,30,6315,22.4,183,0,0,1,5,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
445,445,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,5,34.5,12334,22.5,612,0,0,1,5,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
446,446,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,5,47.2,12653,32.7,758,0,0,1,5,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
447,447,0.05454545455,55291984,3015926.4,227,225,40,200,525,658,800,110,0,6,5,41,7820,33.5,584,0,0,1,5,0.2327223898,7.272727273,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,2.924839357,2.924839357,3.442262,90,90,119.9999855,9,4,7,3,2,1,0.4444444444,0.619047619,84.36360765,Fe2CoO4,NiO,CoFe2O4-NiO
448,448,0.25,13824,3456,227,225,20,54.2,68,858,24,24,24,3,5,38.4,5491,12.549,50,0,0,1,5,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.2029411765,142.5349228,Fe3O4,MgO,Fe3O4/MgO
449,449,0.25,13824,3456,227,225,20,60,365.8,858,24,24,24,3,25,30.17,5033.95,15.932,101.55,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.8359759431,142.5349228,Fe3O4,MgO,Fe3O4/MgO
450,450,0.25,13824,3456,227,225,20,60,294.4,858,24,24,24,3,50,30.5,3534,14.9,127.295,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.7961956522,142.5349228,Fe3O4,MgO,Fe3O4/MgO
451,451,0.25,13824,3456,227,225,20,60,294.4,858,24,24,24,3,75,30.5,2746.15,13.9,101.65,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.7961956522,142.5349228,Fe3O4,MgO,Fe3O4/MgO
452,452,0.25,13824,3456,227,225,20,60,294.4,858,24,24,24,3,100,30,2161.55,12.288,76.25,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.7961956522,142.5349228,Fe3O4,MgO,Fe3O4/MgO
453,453,0.25,13824,3456,227,225,20,60,294.4,858,24,24,24,3,125,30.25,1525.8,11.61,101,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.7961956522,142.5349228,Fe3O4,MgO,Fe3O4/MgO
454,454,0.25,13824,3456,227,225,20,60,460,858,24,24,24,3,150,30.339,941.295,10.763,76.9,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.8695652174,142.5349228,Fe3O4,MgO,Fe3O4/MgO
455,455,0.25,13824,3456,227,225,20,60,531.2,858,24,24,24,3,200,29.32,457.615,9.326,50.845,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.8870481928,142.5349228,Fe3O4,MgO,Fe3O4/MgO
456,456,0.25,13824,3456,227,225,20,60,568.6,858,24,24,24,3,250,27.967,951.139,6.5,25.559,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.8944776644,142.5349228,Fe3O4,MgO,Fe3O4/MgO
457,457,0.25,13824,3456,227,225,20,60,568.6,858,24,24,24,3,300,26.187,597.2501,6,0.199,0,0,1,0,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.0097887,3.0097887,3.0097887,60,60,60,9,3,7,3,2,0,0.3333333333,0.8944776644,142.5349228,Fe3O4,MgO,Fe3O4/MgO
458,458,0.2068965517,24389,5046,227,225,20,85,221.4,800,29,29,29,3,5,32.9,6785.7825,22.82,2755.17,0,0,1,5,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.6160794941,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
459,459,0.2068965517,24389,5046,227,225,20,85,244.8,800,29,29,29,3,25,30.85,5255.674,20.17,918.639,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.6527777778,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
460,460,0.2068965517,24389,5046,227,225,20,85,294.4,800,29,29,29,3,50,31.538,3724.686,16.4,407.967,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7112771739,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
461,461,0.2068965517,24389,5046,227,225,20,85,353,800,29,29,29,3,75,30.427,2882.653,15.213,178.571,0,0,1,5,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7592067989,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
462,462,0.2068965517,24389,5046,227,225,20,85,294.4,800,29,29,29,3,100,30.34,2168.6,13.675,25.2,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,14,6,7,3,7,3,0.4285714286,0.7112771739,33.71024837,Fe3O4,Fe2CoO4,Fe3O4/CoFe2O4
